GPU,HASH,CONFIG,SPEED_MIN,SPEED_MAX,SPEED_MEAN,SPEED_MEDIAN,UTIL_MIN,UTIL_MAX,UTIL_MEAN,UTIL_MEDIAN,TEMP_MIN,TEMP_MAX,TEMP_MEAN,TEMP_MEDIAN,MEM_USED_MIN,MEM_USED_MAX,MEM_USED_MEAN,MEM_USED_MEDIAN,MEM_UTIL_MIN,MEM_UTIL_MAX,MEM_UTIL_MEAN,MEM_UTIL_MEDIAN,BUS_UTIL_MIN,BUS_UTIL_MAX,BUS_UTIL_MEAN,BUS_UTIL_MEDIAN
NVIDIA GeForce RTX 2080 SUPER,LUKS v1 SHA-512 + Twofish,combinator,2664.0,10199.0,8559.8,9974.5,95.0,100.0,96.5,95.0,71.0,88.0,82.7,87.0,327.78,328.73,328.25,328.25,4.0,4.01,4.01,4.01,0.0,1.0,0.5,0.5,
NVIDIA GeForce RTX 2080 SUPER,MD4,combinator,8776059578.0,8864965626.0,8808812939.33,8785413614.0,62.0,71.0,68.0,71.0,80.0,82.0,80.67,80.0,327.78,3333.68,1864.55,1889.68,4.0,40.69,22.76,23.07,0.0,52.0,25.14,25.5,
NVIDIA GeForce RTX 2080 SUPER,md5($pass.$salt),combinator,5369856186.0,5853787960.0,5666640338.0,5661931151.0,65.0,73.0,68.6,67.0,72.0,77.0,74.8,75.0,327.85,3333.75,2934.16,3333.75,4.0,40.7,35.82,40.7,0.0,56.0,42.73,48.0,
NVIDIA GeForce RTX 2080 SUPER,md5($salt.$pass),combinator,7625419767.0,7726670589.0,7661601288.33,7632713509.0,66.0,72.0,70.0,72.0,73.0,75.0,74.0,74.0,327.85,3333.75,2872.68,3333.75,4.0,40.7,35.07,40.7,0.0,45.0,35.08,41.0,
NVIDIA GeForce RTX 2080 SUPER,md5($salt.$pass.$salt),combinator,4773521838.0,5100365385.0,4966274179.83,4984810937.5,59.0,65.0,62.67,64.0,79.0,82.0,80.83,81.0,327.78,3333.68,2016.49,3333.68,4.0,40.69,24.62,40.69,0.0,57.0,27.75,36.0,
NVIDIA GeForce RTX 2080 SUPER,md5($salt.md5($pass)),combinator,3575767631.0,3716638129.0,3651676367.78,3637036929.0,64.0,71.0,68.22,70.0,81.0,85.0,83.67,84.0,327.78,3333.68,2356.35,3333.68,4.0,40.69,28.76,40.69,0.0,57.0,32.38,51.0,
NVIDIA GeForce RTX 2080 SUPER,md5($salt.md5($pass.$salt)),combinator,4961738407.0,4961738407.0,4961738407.0,4961738407.0,90.0,90.0,90.0,90.0,83.0,83.0,83.0,83.0,327.78,3333.68,2235.98,3333.68,4.0,40.69,27.29,40.69,0.0,66.0,38.25,60.0,
NVIDIA GeForce RTX 2080 SUPER,md5($salt.md5($salt.$pass)),combinator,1762828439.0,2715400633.0,2490545642.14,2508128773.0,56.0,64.0,58.14,58.0,75.0,80.0,77.14,77.0,327.78,3333.68,2326.24,3333.68,4.0,40.69,28.4,40.69,0.0,58.0,27.84,42.0,
NVIDIA GeForce RTX 2080 SUPER,md5($salt.sha1($salt.$pass)),combinator,3836906373.0,3836906373.0,3836906373.0,3836906373.0,91.0,91.0,91.0,91.0,83.0,83.0,83.0,83.0,327.78,3333.68,2053.56,3333.68,4.0,40.69,25.07,40.69,0.0,68.0,32.44,39.0,
NVIDIA GeForce RTX 2080 SUPER,md5($salt.utf16le($pass)),combinator,3878591289.0,3931912371.0,3915009187.25,3919482755.5,76.0,86.0,82.0,85.0,72.0,77.0,75.0,75.0,327.91,3333.81,2958.03,3333.68,4.0,40.7,36.11,40.69,0.0,65.0,53.31,63.0,
NVIDIA GeForce RTX 2080 SUPER,md5(md5($pass)),combinator,3779729149.0,4078326310.0,3944984813.38,3935241834.0,62.0,70.0,67.12,68.5,82.0,84.0,83.38,83.5,327.78,3333.68,2160.89,3333.68,4.0,40.69,26.38,40.69,0.0,72.0,33.9,41.5,
NVIDIA GeForce RTX 2080 SUPER,md5(md5($pass).md5($salt)),combinator,5962166088.0,5962166088.0,5962166088.0,5962166088.0,95.0,95.0,95.0,95.0,84.0,84.0,84.0,84.0,327.78,3333.68,2570.07,3333.68,4.0,40.69,31.37,40.69,0.0,57.0,36.52,52.0,
NVIDIA GeForce RTX 2080 SUPER,md5(md5(md5($pass))),combinator,3070429454.0,3278902061.0,3162464639.73,3131544483.0,67.0,75.0,71.45,74.0,84.0,87.0,85.36,85.0,327.78,3333.68,2481.56,3333.68,4.0,40.69,30.29,40.69,0.0,54.0,33.54,47.0,
NVIDIA GeForce RTX 2080 SUPER,md5(sha1($pass)),combinator,4959691806.0,5121251773.0,5028043053.33,5016930692.5,86.0,95.0,92.0,95.0,86.0,88.0,87.0,87.0,327.78,3333.68,2150.6,3333.68,4.0,40.69,26.25,40.69,0.0,65.0,36.33,59.0,
NVIDIA GeForce RTX 2080 SUPER,md5(sha1($pass).$salt),combinator,3282566470.0,3290881974.0,3286724222.0,3286724222.0,94.0,94.0,94.0,94.0,86.0,86.0,86.0,86.0,327.78,3333.68,2098.38,3333.68,4.0,40.69,25.61,40.69,0.0,64.0,34.15,59.5,
NVIDIA GeForce RTX 2080 SUPER,md5(sha1($pass).md5($pass).sha1($pass)),combinator,1541191674.0,1602935034.0,1564817733.75,1558933051.0,87.0,88.0,87.12,87.0,86.0,91.0,88.12,87.5,327.78,3333.68,2164.4,3333.68,4.0,40.69,26.42,40.69,0.0,77.0,42.92,73.0,
NVIDIA GeForce RTX 2080 SUPER,md5(sha1($salt).md5($pass)),combinator,1582839724.0,1845806803.0,1753565024.15,1726310437.0,43.0,48.0,46.08,48.0,74.0,79.0,77.62,78.0,327.78,3333.68,2439.42,3333.68,4.0,40.69,29.78,40.69,0.0,50.0,28.26,43.0,
NVIDIA GeForce RTX 2080 SUPER,md5(strtoupper(md5($pass))),combinator,2169337531.0,2585136712.0,2310212256.77,2300206381.0,49.0,58.0,52.46,51.0,72.0,77.0,75.31,75.0,327.78,3333.68,2444.9,3333.68,4.0,40.69,29.84,40.69,0.0,54.0,31.43,49.0,
NVIDIA GeForce RTX 2080 SUPER,md5(utf16le($pass)),combinator,4462130120.0,4728833998.0,4643978090.0,4652413120.0,60.0,67.0,63.29,62.0,72.0,76.0,74.43,75.0,327.78,3333.68,2016.49,3333.68,4.0,40.69,24.62,40.69,0.0,57.0,30.3,42.5,
NVIDIA GeForce RTX 2080 SUPER,md5(utf16le($pass).$salt),combinator,3018315982.0,3210911882.0,3087072625.55,3081620433.0,69.0,77.0,74.0,75.0,69.0,74.0,71.55,71.0,327.85,3333.81,2833.02,3333.78,4.0,40.7,34.58,40.7,0.0,69.0,51.67,65.5,
NVIDIA GeForce RTX 2080 SUPER,md5crypt MD5(Unix) Cisco-IOS$1$(MD5),combinator,1489762.0,1580786.0,1524068.15,1514431.0,97.0,97.0,97.0,97.0,85.0,88.0,86.38,86.0,327.78,4761.68,2875.68,4761.68,4.0,58.13,35.1,58.13,0.0,94.0,49.48,82.0,
NVIDIA GeForce RTX 2080 SUPER,MetaMaskWallet,combinator,147884.0,153328.0,149937.85,149790.0,73.0,75.0,73.77,74.0,83.0,86.0,85.15,85.0,327.78,6357.68,3940.39,6357.68,4.0,77.61,48.1,77.61,0.0,84.0,44.89,80.0,
NVIDIA GeForce RTX 2080 SUPER,MongoDBServerKeySCRAM-SHA-1,combinator,344476.0,350114.0,346201.08,345565.0,69.0,74.0,72.15,73.0,85.0,87.0,85.85,86.0,327.78,5097.68,3529.93,5097.68,4.0,62.23,43.09,62.23,0.0,68.0,39.96,66.0,
NVIDIA GeForce RTX 2080 SUPER,MongoDBServerKeySCRAM-SHA-256,combinator,101616.0,105463.0,103290.08,102810.0,72.0,75.0,73.0,73.0,84.0,87.0,85.69,86.0,327.78,5349.68,3129.99,5349.68,4.0,65.3,38.21,65.3,0.0,73.0,35.34,33.0,
NVIDIA GeForce RTX 2080 SUPER,Mozillakey3.db,combinator,143128105.0,145083599.0,143851275.0,143677293.0,85.0,87.0,86.0,86.0,79.0,84.0,82.31,83.0,327.78,3337.68,1610.66,445.68,4.0,40.74,19.66,5.44,0.0,91.0,34.07,0.0,
NVIDIA GeForce RTX 2080 SUPER,Mozillakey4.db,combinator,170117.0,176189.0,172217.92,171712.0,84.0,85.0,84.77,85.0,85.0,88.0,86.38,86.0,327.78,5349.68,3310.84,5349.68,4.0,65.3,40.42,65.3,0.0,85.0,45.92,80.0,
NVIDIA GeForce RTX 2080 SUPER,MS-AzureSyncPBKDF2-HMAC-SHA256,combinator,10095278.0,10484302.0,10240958.21,10217880.0,60.0,71.0,64.5,63.5,81.0,85.0,83.43,83.0,327.78,6357.68,3798.58,6357.68,4.0,77.61,46.37,77.61,0.0,79.0,39.31,63.0,
NVIDIA GeForce RTX 2080 SUPER,MSOffice2007,combinator,176528.0,183048.0,178768.08,178444.0,90.0,90.0,90.0,90.0,85.0,88.0,86.54,86.0,327.78,4783.68,2916.15,4783.68,4.0,58.39,35.6,58.39,0.0,95.0,48.93,63.5,
NVIDIA GeForce RTX 2080 SUPER,MSOffice2010,combinator,40838.0,40886.0,40865.43,40864.5,51.0,52.0,51.71,52.0,75.0,79.0,77.57,78.0,327.78,4783.68,3108.87,4783.68,4.0,58.39,37.95,58.39,0.0,96.0,56.35,90.5,
NVIDIA GeForce RTX 2080 SUPER,MSOffice2013,combinator,15621.0,15876.0,15674.46,15621.0,95.0,96.0,95.92,96.0,85.0,89.0,86.85,86.0,327.78,1373.68,877.37,445.68,4.0,16.77,10.71,5.44,0.0,96.0,41.25,0.0,
NVIDIA GeForce RTX 2080 SUPER,MSOffice2016-SheetProtection,combinator,11004.0,11832.0,11377.0,11415.0,65.0,81.0,74.69,76.0,84.0,87.0,85.85,86.0,327.78,5013.68,2943.42,5013.68,4.0,61.2,35.93,61.2,0.0,94.0,46.16,49.0,
NVIDIA GeForce RTX 2080 SUPER,MultiBitClassic.key(MD5),combinator,330173497.0,340287388.0,334117849.31,333773344.0,89.0,90.0,89.62,90.0,84.0,87.0,85.38,86.0,327.78,3333.68,2087.57,3333.68,4.0,40.69,25.48,40.69,0.0,92.0,46.29,51.0,
NVIDIA GeForce RTX 2080 SUPER,MultiBitClassic.wallet(scrypt),combinator,1621.0,1625.0,1623.5,1624.0,99.0,99.0,99.0,99.0,79.0,84.0,82.58,83.0,327.78,6781.68,3984.35,6781.68,4.0,82.78,48.64,82.78,0.0,99.0,50.63,66.0,
NVIDIA GeForce RTX 2080 SUPER,MultiBitHD(scrypt),combinator,1621.0,1632.0,1626.58,1627.5,99.0,99.0,99.0,99.0,80.0,85.0,83.33,83.5,327.78,6781.68,3321.59,445.68,4.0,82.78,40.55,5.44,0.0,99.0,42.79,0.0,
NVIDIA GeForce RTX 2080 SUPER,MySQL323,combinator,8401984584.0,8563280820.0,8487762364.33,8498021689.0,52.0,56.0,53.33,52.0,75.0,75.0,75.0,75.0,327.78,3333.68,2262.14,3333.68,4.0,40.69,27.61,40.69,0.0,46.0,22.91,29.0,
NVIDIA GeForce RTX 2080 SUPER,MySQL4.1-MySQL5,combinator,3983235594.0,4087161062.0,4036977538.29,4044977304.0,85.0,94.0,92.71,94.0,84.0,86.0,85.43,86.0,327.78,3333.68,2253.91,3333.68,4.0,40.69,27.51,40.69,0.0,54.0,32.31,49.0,
NVIDIA GeForce RTX 2080 SUPER,MySQLCRAM(SHA1),combinator,2423352577.0,2443369577.0,2432877536.67,2431910456.0,90.0,90.0,90.0,90.0,84.0,87.0,85.67,86.0,327.78,3333.68,2085.83,3333.68,4.0,40.69,25.46,40.69,0.0,60.0,30.21,49.0,
NVIDIA GeForce RTX 2080 SUPER,NetNTLMv1-NetNTLMv1+ESS(NT)22,combinator,52962828.0,54007994.0,53629140.15,53652395.0,54.0,54.0,54.0,54.0,71.0,71.0,71.0,71.0,327.78,4761.68,3569.0,4761.68,4.0,58.13,43.57,58.13,0.0,77.0,46.41,67.0,
NVIDIA GeForce RTX 2080 SUPER,NetNTLMv1-NetNTLMv1+ESS,combinator,5289419390.0,5340762537.0,5319613928.5,5321280646.5,53.0,61.0,57.0,57.5,69.0,72.0,70.67,71.0,327.78,3333.68,1877.93,1889.68,4.0,40.69,22.92,23.07,0.0,57.0,23.55,0.5,
NVIDIA GeForce RTX 2080 SUPER,NetNTLMv2(NT)22,combinator,81428566.0,86647368.0,84157677.31,84257544.0,66.0,71.0,68.23,69.0,72.0,75.0,74.15,74.0,327.78,4761.68,3372.41,4761.68,4.0,58.13,41.17,58.13,0.0,67.0,43.5,66.0,
NVIDIA GeForce RTX 2080 SUPER,NetNTLMv2,combinator,373393532.0,375947705.0,374207986.54,374110547.0,88.0,89.0,88.08,88.0,76.0,81.0,78.85,79.0,327.78,3333.68,2037.09,3333.68,4.0,40.69,24.87,40.69,0.0,89.0,49.63,87.0,
NVIDIA GeForce RTX 2080 SUPER,NTLM,combinator,4774362160.0,5137717790.0,4926559956.83,4908690059.0,54.0,59.0,57.0,57.5,74.0,76.0,75.33,75.5,327.78,3333.68,1941.58,2532.68,4.0,40.69,23.7,30.92,0.0,57.0,27.94,33.5,
NVIDIA GeForce RTX 2080 SUPER,OpenCart,combinator,781058998.0,870217070.0,851184515.31,863568441.0,55.0,61.0,59.77,61.0,77.0,82.0,80.15,81.0,327.78,3333.68,2213.87,3333.68,4.0,40.69,27.02,40.69,0.0,88.0,46.5,69.5,
NVIDIA GeForce RTX 2080 SUPER,OpenDocumentFormat(ODF)1.1(SHA-1 Blowfish),combinator,958842.0,975207.0,967129.21,968301.0,71.0,80.0,77.5,78.0,78.0,83.0,81.5,82.0,327.78,5097.68,3408.88,5097.68,4.0,62.23,41.61,62.23,0.0,73.0,41.32,64.0,
NVIDIA GeForce RTX 2080 SUPER,OpenDocumentFormat(ODF)1.2(SHA-256 AES),combinator,24705.0,25348.0,24832.15,24705.0,95.0,96.0,95.85,96.0,86.0,89.0,87.08,87.0,327.78,5307.68,3424.15,5307.68,4.0,64.79,41.8,64.79,0.0,82.0,45.46,79.5,
NVIDIA GeForce RTX 2080 SUPER,OpenEdgeProgressEncode,combinator,58240249.0,58427569.0,58316354.64,58307403.0,88.0,89.0,88.93,89.0,71.0,71.0,71.0,71.0,327.78,3333.68,2492.21,3333.68,4.0,40.69,30.42,40.69,0.0,94.0,62.57,93.0,
NVIDIA GeForce RTX 2080 SUPER,OracleH-Type(Oracle7+),combinator,321586203.0,333764469.0,326199138.08,326301749.0,97.0,98.0,97.92,98.0,84.0,86.0,85.08,85.0,327.78,3333.68,2398.78,3333.68,4.0,40.69,29.28,40.69,0.0,95.0,60.68,95.0,
NVIDIA GeForce RTX 2080 SUPER,OracleT-Type(Oracle12+),combinator,178884.0,186003.0,181658.69,181155.0,94.0,94.0,94.0,94.0,86.0,89.0,87.46,87.0,327.78,6693.68,3770.11,6693.68,4.0,81.71,46.02,81.71,0.0,94.0,45.1,22.0,
NVIDIA GeForce RTX 2080 SUPER,OracleTransportationManagement(SHA256),combinator,4010151.0,4186696.0,4074912.77,4062158.0,93.0,95.0,93.77,94.0,86.0,89.0,87.38,87.0,327.78,4845.68,3252.28,4845.68,4.0,59.15,39.7,59.15,0.0,69.0,42.08,68.0,
NVIDIA GeForce RTX 2080 SUPER,Password Safe v2,combinator,830169.0,833876.0,831163.92,830750.0,95.0,95.0,95.0,95.0,74.0,74.0,74.0,74.0,327.78,4245.68,3329.73,4245.68,4.0,51.83,40.65,51.83,0.0,95.0,64.76,94.0,
NVIDIA GeForce RTX 2080 SUPER,Password Safe v3,combinator,2057022.0,2124466.0,2081532.62,2076612.0,94.0,95.0,94.92,95.0,85.0,89.0,86.85,87.0,327.78,4845.68,3252.28,4845.68,4.0,59.15,39.7,59.15,0.0,69.0,39.88,67.0,
NVIDIA GeForce RTX 2080 SUPER,PBKDF2-HMAC-MD5,combinator,7026431.0,7241115.0,7123451.23,7116170.0,66.0,71.0,67.62,67.0,83.0,85.0,84.08,84.0,327.78,6189.68,4346.05,6189.68,4.0,75.56,53.05,75.56,0.0,63.0,40.59,62.0,
NVIDIA GeForce RTX 2080 SUPER,PBKDF2-HMAC-SHA1,combinator,3148098.0,3280637.0,3189517.29,3176752.0,66.0,69.0,67.0,67.0,83.0,85.0,84.29,84.0,327.78,6231.68,4293.22,6231.68,4.0,76.07,52.41,76.07,0.0,64.0,38.67,63.5,
NVIDIA GeForce RTX 2080 SUPER,PBKDF2-HMAC-SHA256,combinator,1468294.0,1513548.0,1484967.23,1482117.0,70.0,72.0,71.38,72.0,83.0,86.0,84.85,85.0,327.78,6357.68,3699.37,6357.68,4.0,77.61,45.16,77.61,0.0,70.0,36.79,64.0,
NVIDIA GeForce RTX 2080 SUPER,PBKDF2-HMAC-SHA512,combinator,703015.0,723772.0,711056.85,710122.0,92.0,93.0,92.69,93.0,86.0,89.0,87.15,87.0,327.78,6693.68,5742.07,6693.68,4.0,81.71,70.09,81.71,0.0,93.0,73.39,92.5,
NVIDIA GeForce RTX 2080 SUPER,PDF1.1-1.3(Acrobat2-4) collider#1,combinator,673301421.0,685426411.0,677994512.56,676734134.0,74.0,76.0,75.0,75.0,81.0,83.0,82.44,83.0,327.78,1321.68,881.87,1321.68,4.0,16.13,10.76,16.13,0.0,85.0,44.47,70.0,
NVIDIA GeForce RTX 2080 SUPER,PDF1.1-1.3(Acrobat2-4) collider#2,combinator,7987062522.0,7987062522.0,7987062522.0,7987062522.0,80.0,80.0,80.0,80.0,85.0,85.0,85.0,85.0,327.78,1321.68,698.59,445.68,4.0,16.13,8.53,5.44,0.0,82.0,25.0,1.0,
NVIDIA GeForce RTX 2080 SUPER,PDF1.1-1.3(Acrobat2-4),combinator,722884214.0,741847362.0,729445496.85,727973207.0,85.0,88.0,86.85,87.0,84.0,85.0,84.46,84.0,327.78,1321.68,1039.73,1321.68,4.0,16.13,12.69,16.13,0.0,87.0,53.39,86.0,
NVIDIA GeForce RTX 2080 SUPER,PDF1.4-1.6(Acrobat5-8),combinator,29249572.0,29852139.0,29441755.31,29381165.0,87.0,87.0,87.0,87.0,84.0,85.0,84.23,84.0,327.78,1753.68,1425.49,1753.68,4.0,21.41,17.4,21.41,0.0,87.0,62.14,86.0,
NVIDIA GeForce RTX 2080 SUPER,PDF1.7Level3(Acrobat9),combinator,2350750086.0,2386686481.0,2368260180.33,2367343974.0,90.0,90.0,90.0,90.0,86.0,87.0,86.67,87.0,327.78,3333.68,2999.74,3333.68,4.0,40.69,36.62,40.69,0.0,71.0,53.28,57.0,
NVIDIA GeForce RTX 2080 SUPER,PDF1.7Level8(Acrobat10-11),combinator,4421.0,4463.0,4431.08,4426.0,98.0,99.0,98.75,99.0,74.0,78.0,76.42,77.0,327.78,5173.68,1796.54,445.68,4.0,63.16,21.93,5.44,0.0,99.0,25.14,0.0,
NVIDIA GeForce RTX 2080 SUPER,PeopleSoftPS_TOKEN,combinator,1841592785.0,2786896728.0,2592228506.0,2675018033.0,54.0,63.0,60.0,62.0,73.0,80.0,77.85,79.0,327.78,3333.68,1944.4,2831.68,4.0,40.69,23.74,34.57,0.0,66.0,32.25,35.5,
NVIDIA GeForce RTX 2080 SUPER,phpass phpBB3(MD5),combinator,7301863.0,7345468.0,7327080.21,7331983.5,74.0,78.0,75.07,75.0,84.0,86.0,84.93,85.0,327.78,4761.68,4061.69,4761.68,4.0,58.13,49.58,58.13,0.0,72.0,56.32,71.0,
NVIDIA GeForce RTX 2080 SUPER,phpass WordPress(MD5) Joomla(MD5),combinator,8627754.0,8739268.0,8668789.46,8663114.0,82.0,82.0,82.0,82.0,84.0,86.0,85.0,85.0,327.78,4761.68,3092.64,4761.68,4.0,58.13,37.75,58.13,0.0,53.0,27.81,47.0,
NVIDIA GeForce RTX 2080 SUPER,PKCS#8PrivateKeys(PBKDF2-HMAC-SHA1+3DES-AES),combinator,653709.0,688118.0,664686.08,659859.0,63.0,69.0,65.46,65.0,81.0,85.0,83.38,84.0,327.78,6231.68,3065.02,445.68,4.0,76.07,37.41,5.44,0.0,69.0,29.7,4.0,
NVIDIA GeForce RTX 2080 SUPER,PKCS#8PrivateKeys(PBKDF2-HMAC-SHA256+3DES-AES),combinator,716213.0,739794.0,725850.69,724343.0,72.0,74.0,73.0,73.0,84.0,86.0,84.92,85.0,327.78,6357.68,3043.56,445.68,4.0,77.61,37.15,5.44,0.0,73.0,30.29,0.5,
NVIDIA GeForce RTX 2080 SUPER,PKZIP(Compressed),combinator,883099624.0,909495934.0,892250113.69,890785291.0,86.0,89.0,88.23,89.0,65.0,68.0,66.62,67.0,327.78,4895.68,2096.03,445.68,4.0,59.76,25.59,5.44,0.0,89.0,29.37,0.0,
NVIDIA GeForce RTX 2080 SUPER,PKZIP(CompressedMulti-File),combinator,5508679657.0,5508679657.0,5508679657.0,5508679657.0,73.0,73.0,73.0,73.0,77.0,77.0,77.0,77.0,327.78,4903.68,991.93,445.68,4.0,59.86,12.11,5.44,0.0,91.0,9.84,0.0,
NVIDIA GeForce RTX 2080 SUPER,PKZIP(MixedMulti-File),combinator,7373869303.0,7373869303.0,7373869303.0,7373869303.0,90.0,90.0,90.0,90.0,77.0,77.0,77.0,77.0,327.78,4903.68,760.71,445.68,4.0,59.86,9.29,5.44,0.0,88.0,5.52,0.0,
NVIDIA GeForce RTX 2080 SUPER,PKZIP(MixedMulti-FileChecksum-Only),combinator,4162756163.0,4520095163.0,4286352838.0,4200132476.0,54.0,66.0,59.8,59.0,69.0,73.0,71.8,73.0,327.78,3341.68,2517.69,3341.68,4.0,40.79,30.73,40.79,0.0,60.0,37.5,54.0,
NVIDIA GeForce RTX 2080 SUPER,PKZIP(Uncompressed),combinator,388300031.0,396092275.0,392895284.38,393431298.0,64.0,65.0,64.38,64.0,67.0,68.0,67.69,68.0,327.78,3333.68,2629.3,3333.68,4.0,40.69,32.1,40.69,0.0,64.0,43.0,64.0,
NVIDIA GeForce RTX 2080 SUPER,PKZIPMasterKey(6byteoptimization),combinator,3426692409.0,3701024117.0,3548707041.86,3542550626.0,54.0,61.0,57.5,58.0,80.0,84.0,83.21,83.5,327.78,3375.68,2661.3,3375.68,4.0,41.21,32.49,41.21,0.0,59.0,38.24,53.0,
NVIDIA GeForce RTX 2080 SUPER,PKZIPMasterKey,combinator,8947713824.0,8947713824.0,8947713824.0,8947713824.0,58.0,58.0,58.0,58.0,80.0,80.0,80.0,80.0,327.78,3333.68,1854.5,1889.68,4.0,40.69,22.64,23.07,0.0,58.0,25.6,16.5,
NVIDIA GeForce RTX 2080 SUPER,Plaintext,combinator,6201473438.0,6749906757.0,6481412521.0,6487134944.5,47.0,53.0,50.0,50.0,73.0,74.0,73.5,73.5,327.78,3333.68,1864.55,1889.68,4.0,40.69,22.76,23.07,0.0,52.0,25.07,26.0,
NVIDIA GeForce RTX 2080 SUPER,PostgreSQLCRAM(MD5),combinator,2150319615.0,2599422538.0,2380239820.85,2348574798.0,46.0,56.0,50.92,51.0,73.0,78.0,76.31,76.0,327.78,3333.68,2313.86,3333.68,4.0,40.69,28.25,40.69,0.0,66.0,34.43,53.0,
NVIDIA GeForce RTX 2080 SUPER,PostgreSQLSCRAM-SHA-256,combinator,374363.0,388092.0,379042.57,377933.5,71.0,73.0,72.0,72.0,80.0,84.0,83.07,83.0,327.78,5349.68,3053.31,5349.68,4.0,65.3,37.27,65.3,0.0,73.0,34.3,22.0,
NVIDIA GeForce RTX 2080 SUPER,PrestaShop,combinator,6566586054.0,6566586054.0,6566586054.0,6566586054.0,88.0,88.0,88.0,88.0,81.0,81.0,81.0,81.0,327.78,3333.68,2267.5,3333.68,4.0,40.69,27.68,40.69,0.0,59.0,34.45,52.0,
NVIDIA GeForce RTX 2080 SUPER,Pythonpasslibpbkdf2-sha1,combinator,25745.0,26499.0,26038.08,25980.0,70.0,72.0,70.85,71.0,85.0,88.0,86.54,86.0,327.78,6231.68,5575.74,6231.68,4.0,76.07,68.06,76.07,0.0,69.0,55.11,67.5,
NVIDIA GeForce RTX 2080 SUPER,Pythonpasslibpbkdf2-sha256,combinator,50359.0,52105.0,50985.69,50715.0,74.0,75.0,74.23,74.0,86.0,88.0,86.69,86.0,327.78,6357.68,5352.8,6357.68,4.0,77.61,65.34,77.61,0.0,72.0,57.0,71.0,
NVIDIA GeForce RTX 2080 SUPER,Pythonpasslibpbkdf2-sha512,combinator,28573.0,29543.0,28935.69,28835.0,95.0,95.0,95.0,95.0,86.0,89.0,87.31,87.0,327.78,6693.68,5986.41,6693.68,4.0,81.71,73.08,81.71,0.0,94.0,76.89,94.0,
NVIDIA GeForce RTX 2080 SUPER,PythonWerkzeugMD5(HMAC-MD5(key=$salt)),combinator,519143864.0,520453376.0,519804693.29,519787727.5,91.0,92.0,91.36,91.0,77.0,83.0,80.79,81.5,327.78,3333.68,2832.8,3333.68,4.0,40.69,34.58,40.69,1.0,94.0,78.11,93.0,
NVIDIA GeForce RTX 2080 SUPER,QNX-etc-shadow(MD5),combinator,4113095.0,4167155.0,4137722.08,4137138.0,59.0,64.0,62.08,62.0,73.0,75.0,74.23,74.0,327.78,5119.68,3616.5,5119.68,4.0,62.5,44.15,62.5,0.0,68.0,43.45,68.0,
NVIDIA GeForce RTX 2080 SUPER,QNX-etc-shadow(SHA256),combinator,2048710.0,2146355.0,2092606.08,2089375.0,61.0,78.0,64.85,63.0,76.0,81.0,78.69,79.0,327.78,5203.68,3577.68,5203.68,4.0,63.52,43.67,63.52,0.0,74.0,46.92,70.0,
NVIDIA GeForce RTX 2080 SUPER,QNX-etc-shadow(SHA512),combinator,1032816.0,1059568.0,1039981.77,1036998.0,92.0,93.0,92.23,92.0,75.0,79.0,77.77,78.0,327.78,5769.68,3595.84,5769.68,4.0,70.43,43.89,70.43,0.0,92.0,50.69,86.5,
NVIDIA GeForce RTX 2080 SUPER,RACF,combinator,2439574153.0,2440065603.0,2439819878.0,2439819878.0,84.0,85.0,84.5,84.5,84.0,84.0,84.0,84.0,327.78,3333.68,1565.7,445.68,4.0,40.69,19.11,5.44,0.0,65.0,14.7,0.0,
NVIDIA GeForce RTX 2080 SUPER,Radmin2,combinator,5704191204.0,5704191204.0,5704191204.0,5704191204.0,89.0,89.0,89.0,89.0,83.0,83.0,83.0,83.0,327.78,3333.68,2455.53,3333.68,4.0,40.69,29.97,40.69,0.0,62.0,40.0,57.0,
NVIDIA GeForce RTX 2080 SUPER,Radmin3,combinator,1350236.0,1386818.0,1363644.67,1361590.5,92.0,93.0,92.08,92.0,85.0,91.0,87.0,86.0,327.78,3391.68,1958.62,3391.68,4.0,41.4,23.91,41.4,0.0,92.0,41.84,1.0,
NVIDIA GeForce RTX 2080 SUPER,RAR3-hp,combinator,11605.0,11701.0,11631.0,11629.0,99.0,100.0,99.73,100.0,80.0,84.0,82.91,83.0,327.78,6253.68,4065.94,6253.68,4.0,76.34,49.63,76.34,0.0,100.0,57.96,99.0,
NVIDIA GeForce RTX 2080 SUPER,RAR3-p(Compressed),combinator,9715.0,9830.0,9761.27,9753.0,54.0,100.0,85.45,91.0,75.0,83.0,80.09,80.0,327.78,6505.68,4557.08,6505.68,4.0,79.41,55.63,79.41,0.0,100.0,50.36,64.0,
NVIDIA GeForce RTX 2080 SUPER,RAR3-p(Uncompressed),combinator,11584.0,11655.0,11625.64,11635.0,99.0,100.0,99.73,100.0,81.0,84.0,83.18,83.0,327.78,6253.68,4134.79,6253.68,4.0,76.34,50.47,76.34,0.0,100.0,58.44,90.0,
NVIDIA GeForce RTX 2080 SUPER,RAR5,combinator,46824.0,48185.0,47334.31,47231.0,72.0,73.0,72.54,73.0,84.0,86.0,85.15,85.0,327.78,6357.68,3699.37,6357.68,4.0,77.61,45.16,77.61,0.0,72.0,35.93,59.0,
