GPU,HASH,CONFIG,SPEED_MIN,SPEED_MAX,SPEED_MEAN,SPEED_MEDIAN,UTIL_MIN,UTIL_MAX,UTIL_MEAN,UTIL_MEDIAN,TEMP_MIN,TEMP_MAX,TEMP_MEAN,TEMP_MEDIAN,MEM_USED_MIN,MEM_USED_MAX,MEM_USED_MEAN,MEM_USED_MEDIAN,MEM_UTIL_MIN,MEM_UTIL_MAX,MEM_UTIL_MEAN,MEM_UTIL_MEDIAN,BUS_UTIL_MIN,BUS_UTIL_MAX,BUS_UTIL_MEAN,BUS_UTIL_MEDIAN
NVIDIA GeForce RTX 2080 SUPER,bcrypt(sha512($pass))-bcryptsha512,hybrid,347.0,347.0,347.0,347.0,94.0,95.0,94.44,94.0,68.0,69.0,68.78,69.0,338.56,4304.46,2204.17,456.46,4.13,52.54,26.91,5.57,0.0,97.0,43.78,1.0,
NVIDIA GeForce RTX 2080 SUPER,BestCryptv3VolumeEncryption,hybrid,1079160.0,1096928.0,1089482.5,1089121.0,87.0,96.0,92.25,94.5,82.0,86.0,84.62,85.0,338.56,5702.46,3475.1,5702.46,4.13,69.61,42.42,69.61,0.0,96.0,51.74,86.0,
NVIDIA GeForce RTX 2080 SUPER,Bitcoin-Litecoinwallet.dat,hybrid,9925.0,10148.0,10011.62,10000.0,94.0,94.0,94.0,94.0,85.0,88.0,86.62,87.0,338.56,5024.46,2401.61,456.46,4.13,61.33,29.32,5.57,0.0,94.0,36.64,0.0,
NVIDIA GeForce RTX 2080 SUPER,BitcoinWIFprivatekey(P2PKH) compressed26,hybrid,34493608282.0,54847506896.0,42179579922.12,40808597596.0,47.0,65.0,60.59,63.0,63.0,64.0,63.06,63.0,338.56,3348.46,1696.33,456.46,4.13,40.87,20.71,5.57,0.0,33.0,10.63,0.0,
NVIDIA GeForce RTX 2080 SUPER,BitcoinWIFprivatekey(P2PKH) uncompressed27,hybrid,0.0,49407374981.0,27032281010.94,20650909262.0,44.0,67.0,51.19,44.0,61.0,64.0,62.75,63.0,338.56,3354.46,1854.4,1366.46,4.13,40.95,22.64,16.68,0.0,44.0,17.82,0.0,
NVIDIA GeForce RTX 2080 SUPER,BitcoinWIFprivatekey(P2SH(P2WPKH)) compressed30,hybrid,35680808886.0,56111356171.0,40885598119.0,38219817494.0,47.0,70.0,60.0,60.0,61.0,63.0,62.56,63.0,338.56,3364.46,1591.38,456.46,4.13,41.07,19.43,5.57,0.0,42.0,12.18,0.0,
NVIDIA GeForce RTX 2080 SUPER,BitcoinWIFprivatekey(P2SH(P2WPKH)) uncompressed31,hybrid,35023394172.0,57946209033.0,41468789249.71,37660159331.0,48.0,65.0,59.24,60.0,61.0,63.0,62.12,62.0,338.56,3366.46,1853.19,456.46,4.13,41.09,22.62,5.57,0.0,44.0,17.45,0.0,
NVIDIA GeForce RTX 2080 SUPER,BitcoinWIFprivatekey(P2WPKH Bech32) compressed28,hybrid,0.0,54795492140.0,36957398415.28,35304029363.0,48.0,63.0,58.0,59.0,63.0,64.0,63.61,64.0,338.56,3348.46,2784.22,3348.46,4.13,40.87,33.99,40.87,0.0,44.0,30.88,44.0,
NVIDIA GeForce RTX 2080 SUPER,BitcoinWIFprivatekey(P2WPKH Bech32) uncompressed29,hybrid,38962380612.0,48769993897.0,43250439903.94,43172837948.0,44.0,69.0,63.44,66.5,63.0,64.0,63.69,64.0,338.56,3354.46,2822.36,3354.46,4.13,40.95,34.45,40.95,0.0,37.0,22.59,27.0,
NVIDIA GeForce RTX 2080 SUPER,BitLocker,hybrid,358.0,360.0,358.67,358.0,95.0,96.0,95.89,96.0,68.0,69.0,68.78,69.0,338.56,1772.46,1079.64,456.46,4.13,21.64,13.18,5.57,0.0,96.0,40.9,0.0,
NVIDIA GeForce RTX 2080 SUPER,BitSharesv0.x-sha512(sha512_bin(pass)),hybrid,0.0,688256761.0,616638510.29,665171816.0,60.0,92.0,83.94,92.0,79.0,89.0,85.12,86.0,338.56,3344.46,2052.21,3344.46,4.13,40.83,25.05,40.83,0.0,93.0,39.7,27.0,
NVIDIA GeForce RTX 2080 SUPER,Bitwarden,hybrid,15479.0,15926.0,15712.0,15743.0,72.0,74.0,72.78,73.0,84.0,86.0,85.11,85.0,338.56,5360.46,2514.67,456.46,4.13,65.44,30.7,5.57,0.0,72.0,26.5,0.0,
NVIDIA GeForce RTX 2080 SUPER,BLAKE2b-512($pass.$salt),hybrid,278877872.0,322686314.0,306601733.8,312788711.5,34.0,92.0,76.2,84.0,69.0,78.0,74.2,75.0,338.56,3352.46,2213.92,3352.46,4.13,40.92,27.03,40.92,0.0,93.0,38.13,37.0,
NVIDIA GeForce RTX 2080 SUPER,BLAKE2b-512($salt.$pass),hybrid,539642361.0,708234053.0,676101511.41,704827996.0,38.0,92.0,79.24,91.0,68.0,84.0,79.71,83.0,338.56,3344.46,2108.24,3344.46,4.13,40.83,25.74,40.83,0.0,94.0,41.96,23.5,
NVIDIA GeForce RTX 2080 SUPER,BLAKE2b-512,hybrid,539886219.0,750524464.0,710900830.5,748464643.0,33.0,92.0,81.5,91.0,69.0,85.0,81.31,84.0,338.56,3344.46,2109.08,3344.46,4.13,40.83,25.75,40.83,0.0,93.0,40.77,35.5,
NVIDIA GeForce RTX 2080 SUPER,Blockchain MyWallet SecondPassword(SHA256),hybrid,300119.0,310806.0,307515.67,307850.0,65.0,76.0,72.67,75.0,83.0,85.0,84.22,84.0,338.56,4856.46,2744.47,4856.46,4.13,59.28,33.5,59.28,0.0,68.0,33.0,31.0,
NVIDIA GeForce RTX 2080 SUPER,Blockchain MyWallet V2,hybrid,483128.0,496382.0,487903.67,487061.0,93.0,96.0,94.89,95.0,86.0,89.0,87.56,88.0,338.56,5318.46,4552.4,5318.46,4.13,64.92,55.57,64.92,0.0,68.0,46.08,62.0,
NVIDIA GeForce RTX 2080 SUPER,Blockchain MyWallet,hybrid,47108555.0,50357805.0,48504741.4,48480829.0,70.0,77.0,74.5,75.0,77.0,81.0,80.1,80.5,338.56,5318.46,3112.97,5318.46,4.13,64.92,38.0,64.92,0.0,73.0,37.45,49.0,
NVIDIA GeForce RTX 2080 SUPER,BSDiCrypt ExtendedDES,hybrid,2630542.0,2727306.0,2699226.56,2704427.0,63.0,73.0,66.11,66.0,75.0,80.0,78.33,79.0,338.56,5402.46,3636.12,5402.46,4.13,65.95,44.39,65.95,0.0,58.0,33.24,52.0,
NVIDIA GeForce RTX 2080 SUPER,ChaCha20,hybrid,1201450042.0,4424895764.0,3288803402.33,3891902959.0,1.0,72.0,50.07,58.0,62.0,87.0,78.87,84.0,338.56,3344.46,2502.57,3344.46,4.13,40.83,30.55,40.83,0.0,44.0,24.86,37.0,
NVIDIA GeForce RTX 2080 SUPER,Cisco-ASAMD5,hybrid,8935682267.0,9097641177.0,9016661722.0,9016661722.0,51.0,73.0,62.0,62.0,76.0,76.0,76.0,76.0,338.56,3344.46,2121.56,3344.46,4.13,40.83,25.9,40.83,0.0,43.0,15.75,3.5,
NVIDIA GeForce RTX 2080 SUPER,Cisco-IOS$8$(PBKDF2-SHA256),hybrid,85834.0,87723.0,86524.78,86245.0,84.0,85.0,84.44,84.0,85.0,86.0,85.44,85.0,338.56,6368.46,3665.2,6368.46,4.13,77.74,44.74,77.74,0.0,84.0,42.59,42.5,
NVIDIA GeForce RTX 2080 SUPER,Cisco-IOS$9$(scrypt),hybrid,28863.0,29694.0,29408.0,29485.5,82.0,83.0,82.5,82.5,75.0,80.0,77.5,77.0,338.56,3608.46,1948.64,456.46,4.13,44.05,23.79,5.57,0.0,82.0,33.22,0.0,
NVIDIA GeForce RTX 2080 SUPER,Cisco-IOStype4(SHA256),hybrid,0.0,3565102942.0,3081187034.85,3405570210.0,54.0,91.0,81.62,89.0,70.0,88.0,83.46,86.0,338.56,3344.46,2869.95,3344.46,4.13,40.83,35.03,40.83,0.0,49.0,26.47,33.0,
NVIDIA GeForce RTX 2080 SUPER,Cisco-PIXMD5,hybrid,7799465161.0,10381994299.0,9090729730.0,9090729730.0,2.0,66.0,34.0,34.0,71.0,77.0,74.0,74.0,338.56,3344.46,2010.38,3344.46,4.13,40.83,24.54,40.83,0.0,54.0,18.73,3.0,
NVIDIA GeForce RTX 2080 SUPER,CitrixNetScaler(SHA1),hybrid,10623067.0,5341213421.0,2117050281.62,1085551885.0,1.0,74.0,35.88,25.0,57.0,78.0,64.5,62.0,338.56,3344.46,1560.03,456.46,4.13,40.83,19.04,5.57,0.0,61.0,10.89,0.5,
NVIDIA GeForce RTX 2080 SUPER,CitrixNetScaler(SHA512),hybrid,472273925.0,987895852.0,871856624.5,931357243.0,15.0,91.0,72.61,89.0,63.0,88.0,80.06,84.5,338.56,3344.46,2069.97,3344.46,4.13,40.83,25.27,40.83,0.0,71.0,26.12,4.5,
NVIDIA GeForce RTX 2080 SUPER,ColdFusion10+,hybrid,1875822500.0,2518267240.0,2402436116.92,2434040299.5,46.0,93.0,86.67,93.0,75.0,88.0,85.08,86.0,338.56,3344.46,2095.56,3344.46,4.13,40.83,25.58,40.83,0.0,93.0,23.19,1.0,
NVIDIA GeForce RTX 2080 SUPER,CRAM-MD5,hybrid,0.0,949774528.0,855021498.25,927806631.0,60.0,95.0,87.19,93.0,77.0,86.0,83.94,85.0,338.56,3344.46,2814.12,3344.46,4.13,40.83,34.35,40.83,0.0,92.0,62.47,87.0,
NVIDIA GeForce RTX 2080 SUPER,CRAM-MD5Dovecot,hybrid,7540015767.0,10009056260.0,9098787927.67,9747291756.0,37.0,47.0,43.67,47.0,73.0,76.0,75.0,76.0,338.56,3344.46,1737.21,456.46,4.13,40.83,21.21,5.57,0.0,47.0,19.27,22.0,
NVIDIA GeForce RTX 2080 SUPER,CRC32,hybrid,3395005176.0,3395005176.0,3395005176.0,3395005176.0,35.0,35.0,35.0,35.0,69.0,69.0,69.0,69.0,338.56,3344.46,2010.38,3344.46,4.13,40.83,24.54,40.83,0.0,67.0,19.73,5.0,
NVIDIA GeForce RTX 2080 SUPER,CRC32C,hybrid,3493277865.0,4241780201.0,4015061383.0,4162593733.0,50.0,71.0,62.25,64.0,65.0,69.0,67.75,68.5,338.56,3344.46,2046.89,2896.46,4.13,40.83,24.99,35.36,0.0,70.0,17.17,7.5,
NVIDIA GeForce RTX 2080 SUPER,CRC64Jones,hybrid,3058855931.0,6922671992.0,6220458137.77,6690953470.0,17.0,64.0,55.77,61.0,64.0,73.0,70.77,72.0,338.56,3344.46,2121.56,3344.46,4.13,40.83,25.9,40.83,0.0,46.0,14.08,2.5,
NVIDIA GeForce RTX 2080 SUPER,DahuaAuthenticationMD5,hybrid,9920383945.0,9920383945.0,9920383945.0,9920383945.0,20.0,20.0,20.0,20.0,77.0,77.0,77.0,77.0,338.56,3344.46,2010.38,3344.46,4.13,40.83,24.54,40.83,0.0,62.0,12.64,1.0,
NVIDIA GeForce RTX 2080 SUPER,DES(PT=$salt key=$pass),hybrid,2604264821.0,2671219154.0,2619741163.27,2613004135.0,68.0,89.0,84.45,88.0,79.0,85.0,83.27,84.0,338.56,3344.46,2706.42,3344.46,4.13,40.83,33.04,40.83,0.0,81.0,52.22,78.0,
NVIDIA GeForce RTX 2080 SUPER,descrypt DES(Unix) TraditionalDES,hybrid,166141264.0,210572613.0,196812001.63,199436990.0,4.0,91.0,79.89,90.0,71.0,84.0,80.16,82.0,338.56,3344.46,2502.57,3344.46,4.13,40.83,30.55,40.83,0.0,92.0,55.67,82.0,
NVIDIA GeForce RTX 2080 SUPER,DiskCryptor SHA512 + XTS 1024 bit (AES-Twofish),hybrid,317140.0,321327.0,318744.62,318516.5,94.0,94.0,94.0,94.0,83.0,87.0,85.38,85.0,338.56,7368.46,2425.73,456.46,4.13,89.95,29.61,5.57,0.0,80.0,19.6,0.0,
NVIDIA GeForce RTX 2080 SUPER,DiskCryptor SHA512 + XTS 1024 bit (Serpent-AES),hybrid,308209.0,315764.0,311105.67,310133.0,93.0,94.0,93.67,94.0,84.0,88.0,86.22,87.0,338.56,7368.46,6287.01,7368.46,4.13,89.95,76.75,89.95,0.0,94.0,73.85,93.0,
NVIDIA GeForce RTX 2080 SUPER,DiskCryptor SHA512 + XTS 1024 bit (Twofish-Serpent),hybrid,246958.0,251842.0,248757.12,248361.5,79.0,81.0,80.0,80.0,84.0,86.0,85.0,85.0,338.56,7368.46,6287.01,7368.46,4.13,89.95,76.75,89.95,0.0,94.0,72.31,93.0,
NVIDIA GeForce RTX 2080 SUPER,DiskCryptor SHA512 + XTS 1536 bit (AES-Twofish-Serpent),hybrid,175982.0,177731.0,176727.38,176539.5,85.0,86.0,85.62,86.0,82.0,86.0,83.25,83.0,338.56,7368.46,1940.39,456.46,4.13,89.95,23.69,5.57,0.0,84.0,17.18,0.0,
NVIDIA GeForce RTX 2080 SUPER,DiskCryptor SHA512 + XTS 512 bit (AES),hybrid,670683.0,679905.0,674429.0,674137.5,94.0,94.0,94.0,94.0,83.0,86.0,85.0,85.0,338.56,7366.46,2746.16,456.46,4.13,89.92,33.52,5.57,0.0,93.0,28.91,0.0,
NVIDIA GeForce RTX 2080 SUPER,DiskCryptor SHA512 + XTS 512 bit (Serpent),hybrid,639799.0,663143.0,648274.78,641494.0,84.0,93.0,91.56,93.0,84.0,88.0,86.56,87.0,338.56,7366.46,6285.32,7366.46,4.13,89.92,76.73,89.92,0.0,93.0,63.46,92.0,
NVIDIA GeForce RTX 2080 SUPER,DiskCryptor SHA512 + XTS 512 bit (Twofish),hybrid,658648.0,670841.0,663917.25,663627.5,92.0,94.0,93.25,94.0,85.0,87.0,85.88,86.0,338.56,7366.46,6285.32,7366.46,4.13,89.92,76.73,89.92,0.0,94.0,72.38,93.0,
NVIDIA GeForce RTX 2080 SUPER,Django(PBKDF2-SHA256),hybrid,75237.0,77236.0,75925.11,75617.0,71.0,75.0,73.56,74.0,84.0,85.0,84.89,85.0,338.56,6368.46,5440.86,6368.46,4.13,77.74,66.42,77.74,0.0,84.0,64.62,83.0,
NVIDIA GeForce RTX 2080 SUPER,DNSSEC(NSEC3),hybrid,229135536.0,240780763.0,231273662.3,229474789.0,84.0,86.0,85.2,85.0,70.0,76.0,73.5,73.5,338.56,3350.46,2032.14,3350.46,4.13,40.9,24.81,40.9,0.0,94.0,41.0,28.0,
NVIDIA GeForce RTX 2080 SUPER,DomainCachedCredentials(DCC) MSCache,hybrid,2119720569.0,4301968517.0,3564918400.07,3746655996.5,33.0,66.0,57.5,62.0,68.0,79.0,75.14,76.0,338.56,3344.46,1653.95,456.46,4.13,40.83,20.19,5.57,0.0,61.0,15.53,0.0,
NVIDIA GeForce RTX 2080 SUPER,DomainCachedCredentials2(DCC2) MSCache2,hybrid,491662.0,503246.0,496014.12,495314.0,95.0,95.0,95.0,95.0,85.0,88.0,86.38,86.5,338.56,5088.46,2972.33,5088.46,4.13,62.12,36.28,62.12,0.0,67.0,33.64,45.0,
NVIDIA GeForce RTX 2080 SUPER,DPAPImasterkeyfilev1(context3),hybrid,62460.0,65426.0,63396.78,63324.0,68.0,73.0,70.44,70.0,82.0,85.0,83.78,84.0,338.56,6474.46,1922.31,456.46,4.13,79.03,23.47,5.57,0.0,72.0,14.82,0.0,
NVIDIA GeForce RTX 2080 SUPER,DPAPImasterkeyfilev1+localcontext,hybrid,105144.0,108047.0,106352.0,106105.5,95.0,96.0,95.12,95.0,85.0,87.0,86.12,86.0,338.56,5424.46,1662.04,456.46,4.13,66.22,20.29,5.57,0.0,81.0,19.62,0.0,
NVIDIA GeForce RTX 2080 SUPER,DPAPImasterkeyfilev2(context3),hybrid,25266.0,25639.0,25412.5,25374.0,69.0,72.0,70.5,70.5,79.0,83.0,81.38,81.5,338.56,7262.46,2576.1,456.46,4.13,88.65,31.45,5.57,0.0,71.0,18.58,0.0,
NVIDIA GeForce RTX 2080 SUPER,DPAPImasterkeyfilev2+ActiveDirectorydomaincontext,hybrid,93905.0,95749.0,94709.5,94648.0,94.0,95.0,94.25,94.0,84.0,87.0,85.75,86.0,338.56,6872.46,2779.2,456.46,4.13,83.89,33.93,5.57,0.0,95.0,30.33,0.0,
NVIDIA GeForce RTX 2080 SUPER,Drupal7,hybrid,68621.0,70687.0,69395.22,69195.0,80.0,80.0,80.0,80.0,85.0,86.0,85.67,86.0,338.56,5024.46,2551.86,456.46,4.13,61.33,31.15,5.57,0.0,79.0,31.78,0.0,
NVIDIA GeForce RTX 2080 SUPER,eCryptfs,hybrid,23890.0,24418.0,24183.5,24345.0,94.0,94.0,94.0,94.0,85.0,89.0,87.25,87.5,338.56,5024.46,2375.55,456.46,4.13,61.33,29.0,5.57,0.0,94.0,35.35,0.0,
NVIDIA GeForce RTX 2080 SUPER,ElectrumWallet(Salt-Type1-3),hybrid,502827138.0,594124795.0,563676661.94,579108418.0,54.0,93.0,85.65,93.0,72.0,85.0,82.18,84.0,338.56,3344.46,2159.17,3344.46,4.13,40.83,26.36,40.83,0.0,93.0,42.63,32.0,
NVIDIA GeForce RTX 2080 SUPER,ElectrumWallet(Salt-Type4),hybrid,274030.0,279938.0,275306.33,274102.0,63.0,70.0,67.78,68.0,78.0,82.0,79.89,80.0,338.56,6032.46,2539.65,456.46,4.13,73.64,31.0,5.57,0.0,83.0,30.74,0.0,
NVIDIA GeForce RTX 2080 SUPER,ElectrumWallet(Salt-Type5),hybrid,452776.0,459526.0,455493.75,454931.0,95.0,96.0,95.5,95.5,82.0,87.0,85.38,86.0,338.56,4234.46,1747.81,456.46,4.13,51.69,21.34,5.57,0.0,96.0,31.62,0.0,
NVIDIA GeForce RTX 2080 SUPER,EthereumPre-SaleWallet PBKDF2-HMAC-SHA256,hybrid,505269.0,516477.0,511588.11,511259.0,57.0,68.0,62.67,63.0,77.0,82.0,79.56,79.0,338.56,6368.46,2944.16,456.46,4.13,77.74,35.94,5.57,0.0,77.0,32.12,0.5,
NVIDIA GeForce RTX 2080 SUPER,EthereumWallet PBKDF2-HMAC-SHA256,hybrid,5941.0,6083.0,5993.12,5982.5,72.0,73.0,72.38,72.0,83.0,85.0,84.12,84.0,338.56,6368.46,3284.83,456.46,4.13,77.74,40.1,5.57,0.0,71.0,29.96,0.0,
NVIDIA GeForce RTX 2080 SUPER,EthereumWallet SCRYPT,hybrid,0.0,0.0,0.0,0.0,78.0,83.0,81.43,83.0,63.0,63.0,63.0,63.0,338.56,782.46,609.68,619.46,4.13,9.55,7.44,7.56,0.0,96.0,37.46,8.5,
NVIDIA GeForce RTX 2080 SUPER,ExodusDesktopWallet(scrypt),hybrid,1634.0,1636.0,1635.14,1635.0,99.0,99.0,99.0,99.0,78.0,82.0,80.57,81.0,338.56,6792.46,3230.75,456.46,4.13,82.92,39.44,5.57,0.0,99.0,39.48,0.0,
NVIDIA GeForce RTX 2080 SUPER,FileVault2,hybrid,85685.0,87968.0,86561.44,86603.0,84.0,85.0,84.56,85.0,86.0,87.0,86.11,86.0,338.56,5360.46,3097.12,4912.46,4.13,65.44,37.81,59.97,0.0,78.0,37.4,50.0,
NVIDIA GeForce RTX 2080 SUPER,FileZillaServer-=0.9.55,hybrid,772602787.0,955045363.0,906067922.53,918094804.0,54.0,95.0,87.73,94.0,73.0,90.0,84.73,86.0,338.56,3344.46,1455.52,456.46,4.13,40.83,17.77,5.57,0.0,94.0,14.35,0.0,
NVIDIA GeForce RTX 2080 SUPER,FlaskSessionCookie($salt.$salt.$pass),hybrid,255072025.0,291844763.0,261665055.0,256351481.5,44.0,81.0,75.67,79.0,67.0,84.0,79.75,81.0,338.56,3344.46,2017.52,3344.46,4.13,40.83,24.63,40.83,0.0,88.0,34.14,14.0,
NVIDIA GeForce RTX 2080 SUPER,FortiGate(FortiOS),hybrid,10544389.0,3300965506.0,1672275262.57,1599501700.0,2.0,68.0,57.5,63.5,55.0,71.0,68.5,70.0,338.56,3344.46,1653.9,456.46,4.13,40.83,20.19,5.57,0.0,54.0,11.11,0.0,
NVIDIA GeForce RTX 2080 SUPER,FortiGate256(FortiOS256),hybrid,2559566045.0,2559566045.0,2559566045.0,2559566045.0,33.0,33.0,33.0,33.0,68.0,68.0,68.0,68.0,338.56,3344.46,1336.97,456.46,4.13,40.83,16.32,5.57,0.0,46.0,7.25,0.0,
NVIDIA GeForce RTX 2080 SUPER,GOSTR34.11-2012(Streebog)256-bit big-endian,hybrid,54045491.0,56860152.0,54691335.1,54387076.0,81.0,90.0,85.0,85.0,74.0,78.0,76.2,76.5,338.56,3344.46,2078.6,3344.46,4.13,40.83,25.37,40.83,0.0,83.0,36.74,30.0,
NVIDIA GeForce RTX 2080 SUPER,GOSTR34.11-2012(Streebog)512-bit big-endian,hybrid,54052028.0,57044850.0,54729473.64,54480608.0,81.0,90.0,86.18,88.0,71.0,74.0,73.27,74.0,338.56,3344.46,2006.14,3344.46,4.13,40.83,24.49,40.83,0.0,82.0,35.25,17.0,
NVIDIA GeForce RTX 2080 SUPER,GOSTR34.11-94,hybrid,269321536.0,278283772.0,272075878.9,271644257.5,84.0,93.0,88.9,89.0,74.0,79.0,76.9,78.0,338.56,3344.46,1893.55,1900.46,4.13,40.83,23.11,23.2,0.0,94.0,37.21,2.0,
NVIDIA GeForce RTX 2080 SUPER,GPG(AES-128-AES-256(SHA-1($pass))),hybrid,2124355.0,2190410.0,2152866.38,2148597.5,85.0,94.0,90.62,94.0,79.0,84.0,83.12,84.0,338.56,6982.46,4052.24,6982.46,4.13,85.24,49.47,85.24,0.0,94.0,39.36,21.0,
NVIDIA GeForce RTX 2080 SUPER,GRUB2,hybrid,74898.0,76583.0,75556.38,75476.0,94.0,95.0,94.38,94.0,85.0,87.0,86.25,86.0,338.56,6704.46,3216.38,456.46,4.13,81.84,39.26,5.57,0.0,94.0,37.74,0.0,
NVIDIA GeForce RTX 2080 SUPER,HalfMD5,hybrid,2680324445.0,7504193434.0,6021716388.15,6375568350.0,20.0,69.0,53.92,57.0,69.0,79.0,76.15,78.0,338.56,3344.46,1973.27,3344.46,4.13,40.83,24.09,40.83,0.0,57.0,14.27,1.0,
NVIDIA GeForce RTX 2080 SUPER,HMAC-MD5(key=$pass),hybrid,0.0,953530411.0,863309502.87,947286620.0,50.0,95.0,86.8,94.0,70.0,84.0,80.47,83.0,338.56,3344.46,2179.87,3344.46,4.13,40.83,26.61,40.83,0.0,92.0,43.32,43.0,
NVIDIA GeForce RTX 2080 SUPER,HMAC-MD5(key=$salt),hybrid,461267166.0,515023622.0,495138628.61,508842553.0,46.0,94.0,86.83,90.0,70.0,80.0,76.56,77.0,338.56,3344.46,2329.73,3344.46,4.13,40.83,28.44,40.83,0.0,95.0,49.74,59.0,
NVIDIA GeForce RTX 2080 SUPER,HMAC-SHA1(key=$pass),hybrid,300561198.0,351543889.0,325702986.3,329050033.5,36.0,92.0,76.7,84.0,69.0,77.0,73.5,74.5,338.56,3344.46,1988.9,3344.46,4.13,40.83,24.28,40.83,0.0,91.0,39.03,30.5,
NVIDIA GeForce RTX 2080 SUPER,HMAC-SHA1(key=$salt),hybrid,527489310.0,1017071589.0,879539425.86,979174781.0,2.0,94.0,65.21,81.0,60.0,84.0,74.07,75.0,338.56,3344.46,2112.13,3344.46,4.13,40.83,25.78,40.83,0.0,95.0,32.76,12.0,
NVIDIA GeForce RTX 2080 SUPER,HMAC-SHA256(key=$pass),hybrid,206352470.0,212290934.0,207928851.18,207248707.0,47.0,88.0,79.0,82.0,73.0,83.0,79.36,81.0,338.56,3344.46,2014.18,3344.46,4.13,40.83,24.59,40.83,0.0,91.0,35.03,2.0,
NVIDIA GeForce RTX 2080 SUPER,HMAC-SHA256(key=$salt),hybrid,261498159.0,332328214.0,291196271.25,290671280.5,4.0,78.0,67.17,70.5,69.0,80.0,74.75,75.0,338.56,3346.46,1979.55,3346.46,4.13,40.85,24.16,40.85,0.0,92.0,33.32,4.0,
NVIDIA GeForce RTX 2080 SUPER,HMAC-SHA512(key=$pass),hybrid,0.0,104073919.0,89913673.75,97236751.5,6.0,78.0,68.67,74.0,60.0,80.0,75.17,76.5,338.56,3358.46,1934.27,3358.46,4.13,41.0,23.61,41.0,0.0,90.0,34.61,19.0,
NVIDIA GeForce RTX 2080 SUPER,HMAC-SHA512(key=$salt),hybrid,0.0,329134703.0,279883756.09,307415020.0,36.0,93.0,74.82,84.0,74.0,86.0,81.73,82.0,338.56,3370.46,1894.28,1782.46,4.13,41.14,23.12,21.76,0.0,93.0,37.25,8.5,
NVIDIA GeForce RTX 2080 SUPER,HMAC-Streebog-256(key=$pass) big-endian,hybrid,20217487.0,21028920.0,20484508.36,20295058.0,39.0,92.0,85.64,92.0,70.0,76.0,73.91,74.0,338.56,3344.46,1413.54,456.46,4.13,40.83,17.26,5.57,0.0,93.0,23.52,0.0,
NVIDIA GeForce RTX 2080 SUPER,HMAC-Streebog-256(key=$salt) big-endian,hybrid,26523687.0,28877976.0,27083124.25,26774098.0,32.0,91.0,83.25,90.0,64.0,76.0,73.58,74.5,338.56,3344.46,1417.67,456.46,4.13,40.83,17.31,5.57,0.0,88.0,24.54,0.0,
NVIDIA GeForce RTX 2080 SUPER,HMAC-Streebog-512(key=$pass) big-endian,hybrid,13087034.0,17970896.0,17468516.5,17837821.5,43.0,94.0,86.58,93.0,65.0,79.0,75.33,76.5,338.56,3360.46,1414.69,456.46,4.13,41.02,17.27,5.57,0.0,93.0,25.81,0.0,
NVIDIA GeForce RTX 2080 SUPER,HMAC-Streebog-512(key=$salt) big-endian,hybrid,21610347.0,22365765.0,21871148.64,21680410.0,34.0,92.0,85.0,91.0,71.0,77.0,75.0,75.0,338.56,3360.46,1579.27,456.46,4.13,41.02,19.28,5.57,0.0,92.0,26.72,0.0,
NVIDIA GeForce RTX 2080 SUPER,IKE-PSK MD5,hybrid,353301152.0,399673952.0,376348870.65,381275558.0,49.0,63.0,57.05,59.0,70.0,83.0,77.85,80.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,IKE-PSK SHA1,hybrid,9163116.0,215051686.0,167798267.15,194178216.0,9.0,91.0,70.31,82.0,56.0,83.0,76.54,82.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,iPhonepasscode(UIDkey+SystemKeybag),hybrid,27880.0,28019.0,27941.25,27938.5,95.0,95.0,95.0,95.0,76.0,79.0,77.62,78.0,338.56,5108.46,2671.12,456.46,4.13,62.36,32.61,5.57,0.0,95.0,42.57,1.0,
NVIDIA GeForce RTX 2080 SUPER,IPMI2RAKPHMAC-SHA1,hybrid,301422736.0,394261186.0,338291923.09,339293566.0,2.0,79.0,62.64,71.0,68.0,79.0,74.27,75.0,338.56,3344.46,2032.63,3344.46,4.13,40.83,24.81,40.83,0.0,91.0,34.48,20.0,
NVIDIA GeForce RTX 2080 SUPER,iSCSICHAPauthentication MD5(CHAP),hybrid,2691458742.0,6628476947.0,5114201497.21,5379536195.0,29.0,64.0,56.36,62.0,67.0,79.0,74.86,76.0,338.56,3344.46,1588.21,456.46,4.13,40.83,19.39,5.57,0.0,59.0,15.73,1.0,
NVIDIA GeForce RTX 2080 SUPER,iTunesbackup-10.0,hybrid,150367.0,152679.0,151637.75,151654.0,68.0,75.0,71.62,71.5,83.0,84.0,83.5,83.5,338.56,6242.46,3388.64,4602.46,4.13,76.2,41.37,56.18,0.0,70.0,30.78,1.0,
NVIDIA GeForce RTX 2080 SUPER,iTunesbackup-=10.0,hybrid,200.0,204.0,201.38,201.0,94.0,95.0,94.12,94.0,86.0,89.0,87.62,88.0,338.56,1640.46,1012.51,456.46,4.13,20.03,12.36,5.57,0.0,94.0,41.96,1.0,
