GPU,HASH,CONFIG,SPEED_MIN,SPEED_MAX,SPEED_MEAN,SPEED_MEDIAN,UTIL_MIN,UTIL_MAX,UTIL_MEAN,UTIL_MEDIAN,TEMP_MIN,TEMP_MAX,TEMP_MEAN,TEMP_MEDIAN,MEM_USED_MIN,MEM_USED_MAX,MEM_USED_MEAN,MEM_USED_MEDIAN,MEM_UTIL_MIN,MEM_UTIL_MAX,MEM_UTIL_MEAN,MEM_UTIL_MEDIAN,BUS_UTIL_MIN,BUS_UTIL_MAX,BUS_UTIL_MEAN,BUS_UTIL_MEDIAN
NVIDIA GeForce GTX 1080 Ti,VeraCryptSHA512+XTS1024bit,dict1,4.0,4.0,4.0,4.0,82.0,83.0,82.89,83.0,58.0,58.0,58.0,58.0,1639.58,3531.23,3429.57,3523.73,14.56,31.35,30.45,31.28,2.0,89.0,75.8,77.0,
NVIDIA GeForce GTX 1080 Ti,VeraCryptSHA512+XTS512bit,dict1,6.0,7.0,6.39,6.0,75.0,80.0,76.61,76.0,61.0,61.0,61.0,61.0,1654.58,3505.23,3396.74,3505.23,14.69,31.12,30.16,31.12,2.0,77.0,66.23,74.0,
NVIDIA GeForce GTX 1080 Ti,VeraCryptStreebog-512+XTS1024bit+boot-mode,dict1,0.0,0.0,0.0,0.0,84.0,93.0,88.72,89.0,57.0,57.0,57.0,57.0,1719.71,4094.61,3930.28,4049.83,15.27,36.35,34.89,35.95,1.0,95.0,86.67,92.0,
NVIDIA GeForce GTX 1080 Ti,VeraCryptStreebog-512+XTS1536bit+boot-mode,dict1,0.0,0.0,0.0,0.0,89.0,95.0,91.28,91.5,60.0,60.0,60.0,60.0,2023.31,4065.89,3969.73,4057.96,17.96,36.1,35.24,36.03,0.0,96.0,86.47,94.0,
NVIDIA GeForce GTX 1080 Ti,VeraCryptStreebog-512+XTS512bit+boot-mode,dict1,0.0,0.0,0.0,0.0,85.0,88.0,85.5,85.0,59.0,60.0,59.39,59.0,1698.84,3689.73,3531.9,3679.43,15.08,32.76,31.36,32.67,0.0,93.0,77.28,79.0,
NVIDIA GeForce GTX 1080 Ti,VirtualBox(PBKDF2-HMAC-SHA256&AES-128-XTS),dict1,39.0,39.0,39.0,39.0,74.0,76.0,75.11,75.0,56.0,56.0,56.0,56.0,1644.77,8973.42,8328.75,8958.17,14.6,79.66,73.94,79.53,2.0,76.0,60.83,73.0,
NVIDIA GeForce GTX 1080 Ti,VirtualBox(PBKDF2-HMAC-SHA256&AES-256-XTS),dict1,27.0,28.0,27.94,28.0,63.0,78.0,76.0,77.0,57.0,58.0,57.89,58.0,1635.77,8971.92,8119.22,8964.42,14.52,79.65,72.08,79.58,3.0,86.0,69.58,84.5,
NVIDIA GeForce RTX 2080 SUPER,1Password  cloudkeychain,dict1,230.0,231.0,230.5,230.5,71.0,73.0,72.0,72.0,59.0,59.0,59.0,59.0,327.78,6627.68,2613.74,445.68,4.0,80.9,31.91,5.44,0.0,74.0,19.41,0.0,
NVIDIA GeForce RTX 2080 SUPER,7-Zip,dict1,30.0,31.0,30.84,31.0,68.0,72.0,69.21,69.0,60.0,60.0,60.0,60.0,327.78,5305.68,4032.65,5305.68,4.0,64.77,49.23,64.77,0.0,73.0,51.56,72.0,
NVIDIA GeForce RTX 2080 SUPER,bcrypt(sha512($pass))-bcryptsha512,dict1,45.0,45.0,45.0,45.0,94.0,95.0,94.56,95.0,59.0,60.0,59.56,60.0,327.78,4227.68,2852.29,4227.68,4.0,51.61,34.82,51.61,0.0,95.0,55.25,94.0,
NVIDIA GeForce RTX 2080 SUPER,Bitcoin-Litecoinwallet.dat,dict1,63.0,65.0,63.64,63.0,65.0,69.0,66.36,66.0,62.0,62.0,62.0,62.0,327.78,4947.68,3072.65,4947.68,4.0,60.4,37.51,60.4,0.0,73.0,40.55,69.0,
NVIDIA GeForce RTX 2080 SUPER,BitLocker,dict1,22.0,22.0,22.0,22.0,96.0,96.0,96.0,96.0,62.0,62.0,62.0,62.0,327.78,1695.68,1213.19,1695.68,4.0,20.7,14.81,20.7,0.0,95.0,58.65,95.0,
NVIDIA GeForce RTX 2080 SUPER,Bitwarden,dict1,147.0,149.0,148.0,148.0,62.0,63.0,62.8,63.0,60.0,60.0,60.0,60.0,327.78,5283.68,2245.72,445.68,4.0,64.5,27.41,5.44,0.0,66.0,21.04,0.0,
NVIDIA GeForce RTX 2080 SUPER,DPAPImasterkeyfilev2(context3),dict1,381.0,381.0,381.0,381.0,57.0,57.0,57.0,57.0,58.0,58.0,58.0,58.0,327.78,7185.68,1602.86,445.68,4.0,87.72,19.57,5.44,0.0,61.0,10.65,0.0,
NVIDIA GeForce RTX 2080 SUPER,eCryptfs,dict1,157.0,158.0,157.5,157.5,65.0,66.0,65.25,65.0,60.0,60.0,60.0,60.0,327.78,4947.68,2322.74,445.68,4.0,60.4,28.35,5.44,0.0,72.0,28.11,1.0,
NVIDIA GeForce RTX 2080 SUPER,EthereumWallet PBKDF2-HMAC-SHA256,dict1,58.0,59.0,58.33,58.0,62.0,64.0,63.07,63.0,61.0,61.0,61.0,61.0,327.78,6291.68,3941.55,6291.68,4.0,76.8,48.11,76.8,0.0,65.0,35.73,62.0,
NVIDIA GeForce RTX 2080 SUPER,EthereumWallet SCRYPT,dict1,0.0,0.0,0.0,0.0,77.0,83.0,80.71,81.0,60.0,61.0,60.47,60.0,327.78,705.68,584.2,705.68,4.0,8.61,7.13,8.61,0.0,86.0,43.2,76.0,
NVIDIA GeForce RTX 2080 SUPER,ExodusDesktopWallet(scrypt),dict1,120.0,121.0,120.2,120.0,99.0,99.0,99.0,99.0,59.0,60.0,59.6,60.0,327.78,6715.68,2817.49,445.68,4.0,81.98,34.39,5.44,0.0,99.0,33.86,0.0,
NVIDIA GeForce RTX 2080 SUPER,iTunesbackup-=10.0,dict1,0.0,0.0,0.0,0.0,66.0,71.0,67.5,67.0,61.0,62.0,61.61,62.0,327.78,1563.68,1133.43,1563.68,4.0,19.09,13.84,19.09,0.0,71.0,42.53,68.0,
NVIDIA GeForce RTX 2080 SUPER,KeePass1AES-withoutkeyfile,dict1,442.0,442.0,442.0,442.0,62.0,62.0,62.0,62.0,57.0,57.0,57.0,57.0,327.78,4799.68,1246.0,445.68,4.0,58.59,15.21,5.44,0.0,69.0,13.56,0.0,
NVIDIA GeForce RTX 2080 SUPER,KNXIPSecure-DeviceAuthenticationCode,dict1,234.0,235.0,234.5,234.5,63.0,64.0,63.5,63.5,58.0,58.0,58.0,58.0,327.78,6291.68,2381.3,445.68,4.0,76.8,29.07,5.44,0.0,64.0,20.11,0.0,
NVIDIA GeForce RTX 2080 SUPER,LUKS v1 RIPEMD-160 + AES,dict1,95.0,96.0,95.88,96.0,53.0,53.0,53.0,53.0,57.0,58.0,57.12,57.0,338.56,339.51,339.04,339.04,4.13,4.14,4.14,4.14,0.0,0.0,0.0,0.0,
NVIDIA GeForce RTX 2080 SUPER,LUKS v1 RIPEMD-160 + Serpent,dict1,94.0,94.0,94.0,94.0,52.0,53.0,52.78,53.0,59.0,60.0,59.11,59.0,338.56,339.51,339.04,339.04,4.13,4.14,4.14,4.14,0.0,1.0,0.5,0.5,
NVIDIA GeForce RTX 2080 SUPER,LUKS v1 RIPEMD-160 + Twofish,dict1,117.0,117.0,117.0,117.0,65.0,74.0,68.83,68.0,58.0,59.0,58.83,59.0,338.56,339.51,339.04,339.04,4.13,4.14,4.14,4.14,0.0,1.0,0.5,0.5,
NVIDIA GeForce RTX 2080 SUPER,LUKS v1 SHA-1 + AES,dict1,320.0,320.0,320.0,320.0,64.0,64.0,64.0,64.0,57.0,57.0,57.0,57.0,338.56,339.51,339.04,339.04,4.13,4.14,4.14,4.14,0.0,1.0,0.5,0.5,
NVIDIA GeForce RTX 2080 SUPER,LUKS v1 SHA-1 + Serpent,dict1,161.0,164.0,162.75,163.0,61.0,67.0,63.5,63.0,60.0,60.0,60.0,60.0,338.56,339.51,339.04,339.04,4.13,4.14,4.14,4.14,0.0,1.0,0.5,0.5,
NVIDIA GeForce RTX 2080 SUPER,LUKS v1 SHA-1 + Twofish,dict1,76.0,77.0,76.89,77.0,74.0,87.0,79.78,79.0,58.0,60.0,59.44,60.0,338.56,339.51,339.04,339.04,4.13,4.14,4.14,4.14,0.0,0.0,0.0,0.0,
NVIDIA GeForce RTX 2080 SUPER,LUKS v1 SHA-256 + AES,dict1,178.0,178.0,178.0,178.0,60.0,61.0,60.25,60.0,58.0,58.0,58.0,58.0,338.56,339.51,339.04,339.04,4.13,4.14,4.14,4.14,0.0,0.0,0.0,0.0,
NVIDIA GeForce RTX 2080 SUPER,LUKS v1 SHA-256 + Serpent,dict1,89.0,89.0,89.0,89.0,62.0,63.0,62.44,62.0,60.0,60.0,60.0,60.0,338.56,339.51,339.04,339.04,4.13,4.14,4.14,4.14,0.0,0.0,0.0,0.0,
NVIDIA GeForce RTX 2080 SUPER,LUKS v1 SHA-256 + Twofish,dict1,66.0,66.0,66.0,66.0,78.0,80.0,78.78,79.0,58.0,60.0,59.44,60.0,338.56,339.51,339.04,339.04,4.13,4.14,4.14,4.14,0.0,1.0,0.5,0.5,
NVIDIA GeForce RTX 2080 SUPER,LUKS v1 SHA-512 + AES,dict1,106.0,109.0,107.14,107.0,64.0,70.0,67.43,67.0,58.0,59.0,58.43,58.0,338.56,339.51,339.04,339.04,4.13,4.14,4.14,4.14,0.0,0.0,0.0,0.0,
NVIDIA GeForce RTX 2080 SUPER,LUKS v1 SHA-512 + Serpent,dict1,115.0,116.0,115.14,115.0,70.0,73.0,72.0,73.0,60.0,61.0,60.43,60.0,338.56,339.51,339.04,339.04,4.13,4.14,4.14,4.14,0.0,1.0,0.5,0.5,
NVIDIA GeForce RTX 2080 SUPER,LUKS v1 SHA-512 + Twofish,dict1,56.0,57.0,56.78,57.0,76.0,97.0,88.0,89.0,59.0,60.0,59.78,60.0,338.56,339.51,339.04,339.04,4.13,4.14,4.14,4.14,0.0,1.0,0.5,0.5,
NVIDIA GeForce RTX 2080 SUPER,MSOffice2013,dict1,119.0,119.0,119.0,119.0,78.0,78.0,78.0,78.0,59.0,60.0,59.83,60.0,327.78,1307.68,810.25,445.68,4.0,15.96,9.89,5.44,0.0,78.0,31.13,0.0,
NVIDIA GeForce RTX 2080 SUPER,MSOffice2016-SheetProtection,dict1,105.0,108.0,106.43,106.0,66.0,79.0,71.43,69.0,59.0,60.0,59.57,60.0,327.78,4947.68,2980.07,4947.68,4.0,60.4,36.38,60.4,0.0,70.0,31.65,37.0,
NVIDIA GeForce RTX 2080 SUPER,MultiBitClassic.wallet(scrypt),dict1,125.0,125.0,125.0,125.0,99.0,99.0,99.0,99.0,60.0,60.0,60.0,60.0,327.78,6715.68,2931.29,445.68,4.0,81.98,35.78,5.44,0.0,99.0,35.45,0.0,
NVIDIA GeForce RTX 2080 SUPER,MultiBitHD(scrypt),dict1,126.0,126.0,126.0,126.0,99.0,99.0,99.0,99.0,58.0,59.0,58.6,59.0,327.78,6715.68,2533.89,445.68,4.0,81.98,30.93,5.44,0.0,99.0,29.67,0.0,
NVIDIA GeForce RTX 2080 SUPER,OpenDocumentFormat(ODF)1.2(SHA-256 AES),dict1,274.0,274.0,274.0,274.0,61.0,67.0,64.0,64.0,59.0,59.0,59.0,59.0,327.78,5241.68,2484.33,445.68,4.0,63.99,30.33,5.44,0.0,68.0,19.14,0.0,
NVIDIA GeForce RTX 2080 SUPER,PDF1.7Level8(Acrobat10-11),dict1,153.0,155.0,154.0,154.0,95.0,95.0,95.0,95.0,61.0,61.0,61.0,61.0,327.78,5107.68,1415.76,445.68,4.0,62.35,17.28,5.44,0.0,95.0,17.92,0.0,
NVIDIA GeForce RTX 2080 SUPER,Pythonpasslibpbkdf2-sha1,dict1,397.0,397.0,397.0,397.0,64.0,64.0,64.0,64.0,60.0,60.0,60.0,60.0,327.78,6165.68,3663.99,6165.68,4.0,75.26,44.73,75.26,0.0,70.0,33.0,42.0,
NVIDIA GeForce RTX 2080 SUPER,Pythonpasslibpbkdf2-sha512,dict1,373.0,373.0,373.0,373.0,70.0,70.0,70.0,70.0,60.0,60.0,60.0,60.0,327.78,6627.68,3927.99,6627.68,4.0,80.9,47.95,80.9,0.0,76.0,37.57,36.0,
NVIDIA GeForce RTX 2080 SUPER,RAR3-hp,dict1,165.0,165.0,165.0,165.0,98.0,99.0,98.75,99.0,60.0,60.0,60.0,60.0,327.78,6187.68,3302.0,3316.68,4.0,75.53,40.31,40.49,0.0,99.0,44.88,20.0,
NVIDIA GeForce RTX 2080 SUPER,RAR3-p(Compressed),dict1,163.0,164.0,163.5,163.5,97.0,98.0,97.75,98.0,60.0,60.0,60.0,60.0,327.78,6439.68,3492.57,4525.68,4.0,78.61,42.63,55.25,0.0,98.0,43.76,22.0,
NVIDIA GeForce RTX 2080 SUPER,RAR3-p(Uncompressed),dict1,165.0,166.0,165.33,165.0,99.0,99.0,99.0,99.0,60.0,60.0,60.0,60.0,327.78,6187.68,3264.03,2647.68,4.0,75.53,39.84,32.32,0.0,98.0,42.82,6.0,
NVIDIA GeForce RTX 2080 SUPER,SQLCipher,dict1,425.0,425.0,425.0,425.0,64.0,64.0,64.0,64.0,58.0,58.0,58.0,58.0,327.78,5955.68,1690.77,445.68,4.0,72.7,20.64,5.44,0.0,70.0,17.46,0.0,
NVIDIA GeForce RTX 2080 SUPER,TelegramDesktop-=v2.1.14(PBKDF2-HMAC-SHA512),dict1,28.0,28.0,28.0,28.0,79.0,80.0,79.33,79.0,57.0,58.0,57.83,58.0,327.78,1755.68,1301.39,1755.68,4.0,21.43,15.89,21.43,0.0,79.0,47.24,71.0,
NVIDIA GeForce RTX 2080 SUPER,TrueCrypt 5.0+ Whirlpool + AES-Twofish-Serpent (legacy),dict1,413.0,413.0,413.0,413.0,73.0,73.0,73.0,73.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,TrueCrypt 5.0+ Whirlpool + Serpent-Twofish-AES (legacy),dict1,410.0,410.0,410.0,410.0,72.0,72.0,72.0,72.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,TrueCryptWhirlpool+XTS1024bit,dict1,192.0,246.0,215.0,207.0,74.0,75.0,74.33,74.0,61.0,61.0,61.0,61.0,327.78,327.78,327.78,327.78,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,
NVIDIA GeForce RTX 2080 SUPER,TrueCryptWhirlpool+XTS1536bit,dict1,281.0,281.0,281.0,281.0,82.0,82.0,82.0,82.0,59.0,59.0,59.0,59.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-RIPEMD160 + AES (legacy),dict1,10.0,11.0,10.78,11.0,62.0,68.0,65.39,65.5,60.0,60.0,60.0,60.0,327.78,2147.68,2033.96,2147.68,4.0,26.22,24.83,26.22,0.0,74.0,60.75,69.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-RIPEMD160 + AES-Twofish (legacy),dict1,1.0,2.0,1.72,2.0,57.0,76.0,68.61,72.0,60.0,61.0,60.5,60.5,327.78,2175.68,2030.05,2175.68,4.0,26.56,24.78,26.56,0.0,79.0,64.82,67.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-RIPEMD160 + boot-mode + AES (legacy),dict1,22.0,22.0,22.0,22.0,64.0,69.0,66.17,66.0,62.0,62.0,62.0,62.0,338.56,2158.46,2023.69,2158.46,4.13,26.35,24.7,26.35,1.0,70.0,62.41,70.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-RIPEMD160 + boot-mode + AES-Twofish (legacy),dict1,3.0,4.0,3.89,4.0,58.0,77.0,66.56,64.0,61.0,62.0,61.5,61.5,338.56,2186.46,2001.73,2186.46,4.13,26.69,24.44,26.69,0.0,80.0,65.03,75.5,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-RIPEMD160 + boot-mode + AES-Twofish-Serpent (legacy),dict1,9.0,9.0,9.0,9.0,66.0,73.0,69.39,70.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-RIPEMD160 + Serpent (legacy),dict1,11.0,11.0,11.0,11.0,64.0,69.0,65.72,66.0,61.0,61.0,61.0,61.0,327.78,2147.68,2034.49,2147.68,4.0,26.22,24.84,26.22,0.0,70.0,60.47,69.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-RIPEMD160 + Serpent-AES (legacy),dict1,6.0,6.0,6.0,6.0,57.0,77.0,71.67,75.0,61.0,62.0,61.11,61.0,327.78,2175.68,2029.84,2175.68,4.0,26.56,24.78,26.56,0.0,79.0,62.97,67.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-RIPEMD160 + Serpent-Twofish-AES (legacy),dict1,4.0,4.0,4.0,4.0,67.0,71.0,69.89,70.0,61.0,62.0,61.83,62.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-RIPEMD160 + Twofish (legacy),dict1,11.0,11.0,11.0,11.0,60.0,68.0,64.94,65.0,61.0,62.0,61.72,62.0,327.78,2147.68,2037.62,2147.68,4.0,26.22,24.87,26.22,0.0,70.0,62.5,69.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-RIPEMD160 + Twofish-Serpent (legacy),dict1,1.0,2.0,1.78,2.0,57.0,77.0,68.67,69.5,61.0,62.0,61.22,61.0,327.78,2175.68,2030.18,2175.68,4.0,26.56,24.78,26.56,0.0,79.0,64.66,67.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA256 + AES (legacy),dict1,5.0,5.0,5.0,5.0,57.0,77.0,71.94,75.0,61.0,61.0,61.0,61.0,327.78,2147.68,1245.09,445.68,4.0,26.22,15.2,5.44,0.0,78.0,29.29,0.5,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA256 + AES-Twofish (legacy),dict1,2.0,3.0,2.72,3.0,57.0,76.0,72.22,74.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA256 + boot-mode + PIM + AES 16 (legacy),dict1,14.0,15.0,14.94,15.0,56.0,78.0,72.28,75.0,61.0,61.0,61.0,61.0,338.56,2158.46,1940.11,2158.46,4.13,26.35,23.68,26.35,0.0,79.0,61.4,74.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA256 + boot-mode + Serpent-AES (legacy),dict1,6.0,7.0,6.39,6.0,56.0,76.0,62.39,58.5,61.0,62.0,61.28,61.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA256 + boot-mode + Serpent-Twofish-AES (legacy),dict1,9.0,9.0,9.0,9.0,64.0,66.0,64.56,64.0,61.0,62.0,61.06,61.0,338.56,338.56,338.56,338.56,4.13,4.13,4.13,4.13,0.0,0.0,0.0,0.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA256 + boot-mode + Twofish (legacy),dict1,40.0,46.0,44.89,45.0,57.0,76.0,71.28,75.0,61.0,62.0,61.67,62.0,338.56,338.56,338.56,338.56,4.13,4.13,4.13,4.13,0.0,0.0,0.0,0.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA256 + Serpent (legacy),dict1,5.0,6.0,5.39,5.0,60.0,76.0,69.11,67.5,61.0,61.0,61.0,61.0,338.62,2158.52,2028.86,2158.52,4.13,26.35,24.77,26.35,0.0,79.0,66.93,76.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA256 + Serpent-AES (legacy),dict1,2.0,2.0,2.0,2.0,57.0,76.0,65.11,61.5,61.0,62.0,61.33,61.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA256 + Serpent-Twofish-AES (legacy),dict1,5.0,5.0,5.0,5.0,64.0,79.0,65.67,65.0,61.0,62.0,61.89,62.0,338.56,338.56,338.56,338.56,4.13,4.13,4.13,4.13,0.0,0.0,0.0,0.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA256 + Twofish (legacy),dict1,16.0,17.0,16.33,16.0,55.0,76.0,64.39,60.0,61.0,62.0,61.39,61.0,338.56,2158.46,1970.26,2158.46,4.13,26.35,24.05,26.35,0.0,79.0,61.28,66.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA256 + Twofish-Serpent (legacy),dict1,8.0,8.0,8.0,8.0,56.0,76.0,67.33,69.5,61.0,62.0,61.44,61.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA512 + AES (legacy),dict1,15.0,15.0,15.0,15.0,58.0,76.0,62.22,60.0,61.0,62.0,61.44,61.0,338.56,338.56,338.56,338.56,4.13,4.13,4.13,4.13,0.0,0.0,0.0,0.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA512 + AES-Twofish (legacy),dict1,6.0,7.0,6.78,7.0,59.0,76.0,63.17,60.0,61.0,62.0,61.22,61.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA512 + Serpent (legacy),dict1,14.0,15.0,14.5,14.5,59.0,76.0,63.17,60.0,61.0,62.0,61.39,61.0,1559.51,1559.51,1559.51,1559.51,19.04,19.04,19.04,19.04,71.0,71.0,71.0,71.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA512 + Serpent-AES (legacy),dict1,7.0,8.0,7.06,7.0,59.0,76.0,64.0,61.0,62.0,62.0,62.0,62.0,338.56,2186.46,2028.12,2186.46,4.13,26.69,24.76,26.69,0.0,78.0,65.49,69.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA512 + Serpent-Twofish-AES (legacy),dict1,5.0,5.0,5.0,5.0,66.0,67.0,66.12,66.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA512 + Twofish (legacy),dict1,9.0,10.0,9.5,9.5,59.0,77.0,71.78,76.0,61.0,62.0,61.5,61.5,339.51,339.51,339.51,339.51,4.14,4.14,4.14,4.14,0.0,0.0,0.0,0.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-SHA512 + Twofish-Serpent (legacy),dict1,7.0,8.0,7.06,7.0,59.0,77.0,63.0,61.0,62.0,62.0,62.0,62.0,338.56,2186.46,2028.61,2186.46,4.13,26.69,24.76,26.69,0.0,79.0,64.31,69.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-Whirlpool + AES (legacy),dict1,2.0,2.0,2.0,2.0,67.0,68.0,67.06,67.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-Whirlpool + AES-Twofish (legacy),dict1,1.0,1.0,1.0,1.0,66.0,67.0,66.89,67.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-Whirlpool + Serpent (legacy),dict1,2.0,2.0,2.0,2.0,66.0,68.0,67.0,67.0,61.0,61.0,61.0,61.0,339.51,339.51,339.51,339.51,4.14,4.14,4.14,4.14,0.0,0.0,0.0,0.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-Whirlpool + Serpent-AES (legacy),dict1,1.0,1.0,1.0,1.0,66.0,68.0,66.72,67.0,61.0,62.0,61.11,61.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-Whirlpool + Twofish (legacy),dict1,0.0,1.0,0.89,1.0,79.0,80.0,79.06,79.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt PBKDF2-HMAC-Whirlpool + Twofish-Serpent (legacy),dict1,1.0,1.0,1.0,1.0,66.0,79.0,67.67,67.0,62.0,62.0,62.0,62.0,353.51,353.51,353.51,353.51,4.32,4.32,4.32,4.32,0.0,0.0,0.0,0.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt Streebog-512 + XTS 1024 bit (legacy),dict1,0.0,0.0,0.0,0.0,77.0,78.0,77.17,77.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt Streebog-512 + XTS 1024 bit + boot-mode (legacy),dict1,0.0,0.0,0.0,0.0,78.0,83.0,79.22,79.0,62.0,62.0,62.0,62.0,338.56,2314.46,2193.71,2314.46,4.13,28.25,26.78,28.25,0.0,80.0,73.94,79.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt Streebog-512 + XTS 1536 bit (legacy),dict1,0.0,0.0,0.0,0.0,71.0,71.0,71.0,71.0,62.0,62.0,62.0,62.0,338.56,338.56,338.56,338.56,4.13,4.13,4.13,4.13,75.0,75.0,75.0,75.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt Streebog-512 + XTS 1536 bit + boot-mode (legacy),dict1,0.0,0.0,0.0,0.0,73.0,80.0,74.11,74.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt Streebog-512 + XTS 512 bit (legacy),dict1,1.0,1.0,1.0,1.0,70.0,71.0,70.83,71.0,62.0,62.0,62.0,62.0,338.56,2286.46,2223.64,2286.46,4.13,27.91,27.14,27.91,0.0,83.0,66.13,67.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCrypt Streebog-512 + XTS 512 bit + boot-mode (legacy),dict1,1.0,1.0,1.0,1.0,78.0,78.0,78.0,78.0,62.0,62.0,62.0,62.0,338.56,2286.46,2136.67,2286.46,4.13,27.91,26.08,27.91,0.0,74.0,62.72,68.0,
NVIDIA GeForce RTX 2080 SUPER,VeraCryptRIPEMD160+XTS1024bit+boot-mode,dict1,11.0,12.0,11.94,12.0,57.0,76.0,63.33,62.0,59.0,60.0,59.89,60.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCryptRIPEMD160+XTS1024bit,dict1,1.0,1.0,1.0,1.0,58.0,76.0,63.28,61.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCryptRIPEMD160+XTS1536bit+boot-mode,dict1,9.0,9.0,9.0,9.0,66.0,73.0,70.11,70.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCryptRIPEMD160+XTS1536bit,dict1,4.0,4.0,4.0,4.0,59.0,71.0,69.39,70.0,59.0,60.0,59.94,60.0,,,,,,,,,,,,,
NVIDIA GeForce RTX 2080 SUPER,VeraCryptRIPEMD160+XTS512bit+boot-mode,dict1,22.0,22.0,22.0,22.0,64.0,68.0,65.78,65.5,60.0,61.0,60.22,60.0,,,,,,,,,,,,,
