GPU,HASH,CONFIG,SPEED_MIN,SPEED_MAX,SPEED_MEAN,SPEED_MEDIAN,UTIL_MIN,UTIL_MAX,UTIL_MEAN,UTIL_MEDIAN,TEMP_MIN,TEMP_MAX,TEMP_MEAN,TEMP_MEDIAN,MEM_USED_MIN,MEM_USED_MAX,MEM_USED_MEAN,MEM_USED_MEDIAN,MEM_UTIL_MIN,MEM_UTIL_MAX,MEM_UTIL_MEAN,MEM_UTIL_MEDIAN,BUS_UTIL_MIN,BUS_UTIL_MAX,BUS_UTIL_MEAN,BUS_UTIL_MEDIAN
NVIDIA GeForce GTX 1080 Ti,BestCryptv3VolumeEncryption,dict3,832256.0,878772.0,847937.89,844947.5,35.0,96.0,60.89,58.5,79.0,83.0,81.5,82.0,1142.88,6489.52,5792.36,6489.52,10.15,57.61,51.42,57.61,0.0,97.0,56.57,66.0,
NVIDIA GeForce GTX 1080 Ti,BitLocker,dict3,192.0,192.0,192.0,192.0,98.0,99.0,98.79,99.0,73.0,73.0,73.0,73.0,1142.23,2531.52,2435.73,2531.52,10.14,22.47,21.62,22.47,0.0,99.0,88.28,98.0,
NVIDIA GeForce GTX 1080 Ti,BitSharesv0.x-sha512(sha512_bin(pass)),dict3,21182942.0,21407367.0,21276265.25,21257376.0,20.0,28.0,25.0,26.0,68.0,69.0,68.75,69.0,1151.66,2236.96,1875.34,2236.96,10.22,19.86,16.65,19.86,0.0,23.0,13.67,17.0,
NVIDIA GeForce GTX 1080 Ti,BLAKE2b-512($pass.$salt),dict3,21412170.0,21554424.0,21490078.0,21496859.0,26.0,28.0,26.75,26.5,68.0,69.0,68.75,69.0,1633.02,2746.26,2370.67,2727.38,14.5,24.38,21.05,24.21,0.0,22.0,13.0,17.0,
NVIDIA GeForce GTX 1080 Ti,BLAKE2b-512($salt.$pass),dict3,37694651.0,37884063.0,37789357.0,37789357.0,25.0,28.0,26.5,26.5,69.0,69.0,69.0,69.0,1721.03,2860.14,2562.53,2826.45,15.28,25.39,22.75,25.09,2.0,30.0,17.12,23.5,
NVIDIA GeForce GTX 1080 Ti,BLAKE2b-512,dict3,37516959.0,37709949.0,37613454.0,37613454.0,34.0,34.0,34.0,34.0,70.0,70.0,70.0,70.0,1633.96,2719.26,2407.6,2715.38,14.51,24.14,21.37,24.11,0.0,26.0,14.0,21.0,
NVIDIA GeForce GTX 1080 Ti,Blockchain MyWallet SecondPassword(SHA256),dict3,274784.0,296922.0,281626.56,280806.0,54.0,98.0,93.22,97.0,79.0,88.0,82.83,83.0,1151.66,5624.96,5041.54,5624.96,10.22,49.94,44.76,49.94,0.0,97.0,77.13,96.0,
NVIDIA GeForce GTX 1080 Ti,Blockchain MyWallet V2,dict3,375357.0,391886.0,379287.83,377755.0,92.0,98.0,97.33,98.0,81.0,89.0,84.94,85.0,1151.6,6086.9,3619.47,3619.57,10.22,54.04,32.13,32.13,0.0,97.0,30.67,0.0,
NVIDIA GeForce GTX 1080 Ti,Blockchain MyWallet,dict3,23620597.0,28496608.0,26334520.5,26610438.5,30.0,98.0,57.75,51.5,71.0,77.0,74.0,74.0,1151.6,6086.9,4990.24,6086.9,10.22,54.04,44.3,54.04,0.0,98.0,36.44,22.0,
NVIDIA GeForce GTX 1080 Ti,BSDiCrypt ExtendedDES,dict3,3504166.0,3677383.0,3560036.33,3547796.5,26.0,97.0,86.72,97.0,75.0,85.0,82.0,82.0,1149.91,6169.21,5514.58,6169.21,10.21,54.77,48.96,54.77,0.0,97.0,73.65,96.0,
NVIDIA GeForce GTX 1080 Ti,Cisco-ASAMD5,dict3,57532893.0,57532893.0,57532893.0,57532893.0,10.0,10.0,10.0,10.0,63.0,63.0,63.0,63.0,1713.36,4688.63,3412.82,4673.7,15.21,41.62,30.3,41.49,5.0,85.0,20.71,6.0,
NVIDIA GeForce GTX 1080 Ti,Cisco-IOS$9$(scrypt),dict3,9152.0,9174.0,9168.5,9170.5,94.0,96.0,94.89,95.0,71.0,71.0,71.0,71.0,1680.05,3633.13,3366.01,3615.32,14.92,32.25,29.88,32.1,3.0,96.0,79.83,95.0,
NVIDIA GeForce GTX 1080 Ti,Cisco-PIXMD5,dict3,31476048.0,40623396.0,34936168.67,32709062.0,10.0,12.0,11.33,12.0,64.0,65.0,64.33,64.0,1713.92,4689.7,3575.74,4689.45,15.22,41.63,31.74,41.63,5.0,55.0,13.12,7.0,
NVIDIA GeForce GTX 1080 Ti,CRC32,dict3,30770210.0,40720857.0,34717854.67,32662497.0,11.0,13.0,12.0,12.0,67.0,67.0,67.0,67.0,1890.88,4852.18,4111.93,4852.18,16.79,43.08,36.51,43.08,0.0,3.0,0.75,0.5,
NVIDIA GeForce GTX 1080 Ti,CRC32C,dict3,31434003.0,40778789.0,35212711.33,33425342.0,1.0,4.0,2.67,3.0,62.0,62.0,62.0,62.0,1104.73,4066.02,3326.15,4066.02,9.81,36.1,29.53,36.1,0.0,3.0,1.12,0.5,
NVIDIA GeForce GTX 1080 Ti,DiskCryptor SHA512 + XTS 1024 bit (AES-Twofish),dict3,256836.0,262691.0,259821.6,258993.0,97.0,98.0,97.2,97.0,86.0,91.0,88.8,90.0,1145.16,8869.52,8197.87,8869.52,10.17,78.74,72.78,78.74,0.0,98.0,80.09,97.0,
NVIDIA GeForce GTX 1080 Ti,DiskCryptor SHA512 + XTS 1024 bit (Serpent-AES),dict3,255596.0,260378.0,257797.43,257213.0,97.0,98.0,97.14,97.0,86.0,91.0,89.43,90.0,1145.16,8876.46,7587.97,8876.46,10.17,78.8,67.36,78.8,0.0,97.0,72.75,97.0,
NVIDIA GeForce GTX 1080 Ti,DiskCryptor SHA512 + XTS 1024 bit (Twofish-Serpent),dict3,255169.0,262686.0,257530.57,257093.0,34.0,98.0,90.0,97.0,84.0,91.0,88.43,89.0,1132.73,8864.02,6931.28,8864.02,10.06,78.69,61.53,78.69,0.0,99.0,60.88,97.0,
NVIDIA GeForce GTX 1080 Ti,DiskCryptor SHA512 + XTS 1536 bit (AES-Twofish-Serpent),dict3,161983.0,170247.0,164008.72,162828.0,56.0,97.0,92.17,97.0,78.0,90.0,86.72,87.0,1148.1,8876.46,7901.94,8876.46,10.19,78.8,70.15,78.8,0.0,97.0,78.91,96.0,
NVIDIA GeForce GTX 1080 Ti,DiskCryptor SHA512 + XTS 512 bit (AES),dict3,530672.0,543815.0,533963.5,533104.0,97.0,98.0,97.39,97.0,79.0,90.0,86.28,86.5,1133.38,8874.02,7864.99,8874.02,10.06,78.78,69.82,78.78,0.0,100.0,73.04,96.0,
NVIDIA GeForce GTX 1080 Ti,DiskCryptor SHA512 + XTS 512 bit (Serpent),dict3,508651.0,525293.0,513489.14,512055.0,37.0,97.0,89.71,97.0,84.0,91.0,87.5,87.0,1143.66,8886.46,7918.79,8886.46,10.15,78.89,70.3,78.89,0.0,98.0,75.46,96.5,
NVIDIA GeForce GTX 1080 Ti,DiskCryptor SHA512 + XTS 512 bit (Twofish),dict3,507566.0,552444.0,531971.29,540204.0,88.0,97.0,95.71,97.0,85.0,91.0,88.29,89.0,1132.73,8874.02,7864.35,8874.02,10.06,78.78,69.82,78.78,0.0,97.0,70.43,96.0,
NVIDIA GeForce GTX 1080 Ti,DNSSEC(NSEC3),dict3,39520228.0,39520228.0,39520228.0,39520228.0,25.0,25.0,25.0,25.0,68.0,68.0,68.0,68.0,1700.45,2811.32,2443.94,2808.09,15.1,24.96,21.7,24.93,3.0,20.0,13.0,17.0,
NVIDIA GeForce GTX 1080 Ti,DomainCachedCredentials2(DCC2) MSCache2,dict3,375051.0,396365.0,381576.17,378834.0,98.0,98.0,98.0,98.0,80.0,89.0,85.06,86.0,1706.11,6435.82,5833.28,6417.26,15.15,57.14,51.79,56.97,5.0,99.0,78.46,98.0,
NVIDIA GeForce GTX 1080 Ti,DPAPImasterkeyfilev1+localcontext,dict3,78567.0,83254.0,79644.39,79235.5,96.0,97.0,96.61,97.0,82.0,89.0,84.11,83.5,1152.25,6192.9,3673.45,3674.04,10.23,54.98,32.61,32.62,0.0,98.0,32.5,0.0,
NVIDIA GeForce GTX 1080 Ti,Drupal7,dict3,57527.0,62070.0,58536.17,58387.5,68.0,97.0,93.5,97.0,81.0,85.0,83.5,83.5,1693.34,6445.31,5950.65,6330.2,15.03,57.22,52.83,56.2,0.0,98.0,81.78,97.0,
NVIDIA GeForce GTX 1080 Ti,ElectrumWallet(Salt-Type1-3),dict3,35724857.0,35835730.0,35780293.5,35780293.5,34.0,34.0,34.0,34.0,70.0,70.0,70.0,70.0,1151.98,2229.96,1922.0,2229.96,10.23,19.8,17.06,19.8,0.0,25.0,13.71,21.0,
NVIDIA GeForce GTX 1080 Ti,ElectrumWallet(Salt-Type4),dict3,176381.0,181411.0,177867.8,177316.0,100.0,100.0,100.0,100.0,81.0,85.0,83.2,83.0,1142.23,6791.52,6290.97,6791.52,10.14,60.29,55.85,60.29,0.0,100.0,86.24,98.0,
NVIDIA GeForce GTX 1080 Ti,ElectrumWallet(Salt-Type5),dict3,160066.0,160398.0,160220.71,160190.0,87.0,99.0,96.24,98.0,82.0,83.0,82.71,83.0,1142.23,4688.59,4380.24,4688.59,10.14,41.62,38.89,41.62,0.0,98.0,82.04,97.0,
NVIDIA GeForce GTX 1080 Ti,EthereumPre-SaleWallet PBKDF2-HMAC-SHA256,dict3,622449.0,665784.0,632106.61,629198.0,38.0,98.0,92.5,97.0,81.0,87.0,84.06,84.0,1151.6,7129.96,6495.09,7129.96,10.22,63.3,57.66,63.3,0.0,97.0,80.43,97.0,
NVIDIA GeForce GTX 1080 Ti,EthereumWallet PBKDF2-HMAC-SHA256,dict3,5092.0,5376.0,5159.11,5130.5,97.0,98.0,97.56,98.0,83.0,85.0,83.67,83.5,1151.6,7136.9,6616.47,7136.9,10.22,63.36,58.74,63.36,0.0,97.0,84.13,97.0,
NVIDIA GeForce GTX 1080 Ti,EthereumWallet SCRYPT,dict3,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,66.0,68.0,67.08,67.0,1152.25,1550.9,1499.13,1550.9,10.23,13.77,13.31,13.77,0.0,100.0,78.22,90.0,
NVIDIA GeForce GTX 1080 Ti,ExodusDesktopWallet(scrypt),dict3,1082.0,1085.0,1083.94,1084.0,99.0,100.0,99.06,99.0,71.0,73.0,72.0,72.0,1104.73,8570.02,7596.35,8570.02,9.81,76.08,67.44,76.08,0.0,100.0,81.87,99.0,
NVIDIA GeForce GTX 1080 Ti,FileZillaServer-=0.9.55,dict3,37455779.0,37676029.0,37565904.0,37565904.0,21.0,32.0,26.5,26.5,69.0,69.0,69.0,69.0,1151.6,2236.9,1875.73,2236.9,10.22,19.86,16.65,19.86,0.0,23.0,10.83,9.5,
NVIDIA GeForce GTX 1080 Ti,FlaskSessionCookie($salt.$salt.$pass),dict3,21532342.0,21770668.0,21695510.25,21739515.5,19.0,22.0,20.5,20.5,59.0,63.0,61.5,62.0,1105.38,2190.02,1829.12,2190.02,9.81,19.44,16.24,19.44,0.0,27.0,14.44,19.0,
NVIDIA GeForce GTX 1080 Ti,GOSTR34.11-2012(Streebog)256-bit big-endian,dict3,10811526.0,11024456.0,10898541.27,10881322.0,27.0,35.0,31.0,31.0,69.0,71.0,69.73,70.0,1152.25,2236.9,2020.12,2236.9,10.23,19.86,17.93,19.86,0.0,27.0,17.53,20.0,
NVIDIA GeForce GTX 1080 Ti,GOSTR34.11-2012(Streebog)512-bit big-endian,dict3,5930384.0,6100033.0,6017561.44,6024097.0,22.0,29.0,25.44,25.0,59.0,61.0,59.5,59.0,1152.25,2236.9,2020.32,2236.9,10.23,19.86,17.94,19.86,0.0,26.0,17.33,20.0,
NVIDIA GeForce GTX 1080 Ti,GOSTR34.11-94,dict3,16594651.0,17767795.0,17332381.14,17455846.0,11.0,18.0,15.57,16.0,68.0,70.0,69.0,69.0,1649.9,4676.95,4182.35,4639.51,14.65,41.52,37.13,41.19,0.0,12.0,6.38,7.0,
NVIDIA GeForce GTX 1080 Ti,GPG(AES-128-AES-256(SHA-1($pass))),dict3,1659950.0,1768350.0,1678863.72,1669887.0,38.0,98.0,83.11,97.0,75.0,86.0,82.39,83.0,1143.81,7746.46,6885.95,7746.46,10.15,68.77,61.13,68.77,0.0,97.0,53.0,52.0,
NVIDIA GeForce GTX 1080 Ti,GRUB2,dict3,50376.0,53553.0,51051.28,50597.0,98.0,99.0,98.06,98.0,82.0,85.0,83.89,84.0,1703.02,8035.45,7228.76,8013.57,15.12,71.34,64.18,71.14,0.0,99.0,82.08,98.0,
NVIDIA GeForce GTX 1080 Ti,HMAC-SHA256(key=$salt),dict3,22125142.0,22480620.0,22381174.25,22459467.5,18.0,28.0,23.25,23.5,62.0,67.0,65.0,65.5,1720.8,2803.45,2584.15,2766.34,15.28,24.89,22.94,24.56,3.0,25.0,15.73,18.0,
NVIDIA GeForce GTX 1080 Ti,HMAC-SHA512(key=$pass),dict3,11301537.0,11711991.0,11487745.9,11479236.5,24.0,34.0,29.2,29.0,60.0,68.0,62.7,61.5,1697.17,2809.51,2595.42,2797.82,15.07,24.94,23.04,24.84,3.0,26.0,18.12,20.0,
NVIDIA GeForce GTX 1080 Ti,HMAC-SHA512(key=$salt),dict3,22794735.0,23128805.0,22925499.25,22889228.5,22.0,25.0,22.75,22.0,64.0,64.0,64.0,64.0,1688.65,2785.38,2472.12,2785.38,14.99,24.73,21.95,24.73,3.0,28.0,15.86,20.0,
NVIDIA GeForce GTX 1080 Ti,HMAC-Streebog-256(key=$pass) big-endian,dict3,3070421.0,3118103.0,3081004.94,3074006.0,21.0,27.0,23.78,25.0,67.0,69.0,68.0,68.0,1152.25,2236.9,2089.23,2236.9,10.23,19.86,18.55,19.86,0.0,17.0,12.68,16.0,
NVIDIA GeForce GTX 1080 Ti,HMAC-Streebog-256(key=$salt) big-endian,dict3,5225174.0,5548298.0,5351121.88,5301533.0,28.0,38.0,35.06,36.0,60.0,69.0,62.06,61.0,1152.25,2236.9,2095.65,2236.9,10.23,19.86,18.6,19.86,0.0,38.0,24.39,28.0,
NVIDIA GeForce GTX 1080 Ti,HMAC-Streebog-512(key=$pass) big-endian,dict3,4905498.0,4957860.0,4921183.44,4918324.5,34.0,40.0,37.67,38.0,68.0,69.0,68.56,69.0,1152.25,2236.9,2095.65,2236.9,10.23,19.86,18.6,19.86,0.0,19.0,13.91,17.0,
NVIDIA GeForce GTX 1080 Ti,HMAC-Streebog-512(key=$salt) big-endian,dict3,3104080.0,3144975.0,3114153.33,3108681.5,19.0,24.0,21.78,22.5,67.0,68.0,67.44,67.0,1154.54,2239.84,2098.33,2239.84,10.25,19.88,18.63,19.88,0.0,37.0,25.78,30.0,
NVIDIA GeForce GTX 1080 Ti,IKE-PSK MD5,dict3,40399949.0,40399949.0,40399949.0,40399949.0,18.0,18.0,18.0,18.0,65.0,65.0,65.0,65.0,1143.25,2227.9,1866.64,2227.9,10.15,19.78,16.57,19.78,0.0,20.0,12.0,16.0,
NVIDIA GeForce GTX 1080 Ti,IKE-PSK SHA1,dict3,20367725.0,20554714.0,20483132.8,20490558.0,24.0,27.0,25.4,25.0,63.0,63.0,63.0,63.0,1142.94,2227.59,1932.06,2227.59,10.15,19.78,17.15,19.78,0.0,26.0,14.91,23.0,
NVIDIA GeForce GTX 1080 Ti,iPhonepasscode(UIDkey+SystemKeybag),dict3,31389.0,31470.0,31436.5,31449.0,97.0,97.0,97.0,97.0,78.0,80.0,79.61,80.0,1107.66,5830.02,5419.41,5830.02,9.83,51.76,48.11,51.76,0.0,97.0,82.61,97.0,
NVIDIA GeForce GTX 1080 Ti,IPMI2RAKPHMAC-SHA1,dict3,39432927.0,39432927.0,39432927.0,39432927.0,26.0,26.0,26.0,26.0,66.0,66.0,66.0,66.0,1701.98,2786.63,2424.54,2781.41,15.11,24.74,21.52,24.69,1.0,19.0,12.67,18.0,
NVIDIA GeForce GTX 1080 Ti,iTunesbackup-=10.0,dict3,119.0,122.0,120.33,120.0,96.0,97.0,96.28,96.0,82.0,85.0,83.67,84.0,1145.31,2401.96,2238.63,2401.96,10.17,21.32,19.87,21.32,0.0,98.0,81.3,97.0,
NVIDIA GeForce GTX 1080 Ti,Juniper-NetBSDsha1crypt,dict3,261406.0,277873.0,264700.0,262929.0,37.0,98.0,94.56,98.0,80.0,90.0,84.94,85.5,1145.31,7003.96,4076.84,4078.11,10.17,62.18,36.19,36.2,0.0,97.0,32.33,0.0,
NVIDIA GeForce GTX 1080 Ti,JuniperIVE,dict3,683325.0,712082.0,693469.56,692861.5,21.0,96.0,72.11,76.0,76.0,79.0,77.78,78.0,1624.98,6023.26,5442.97,6013.63,14.43,53.47,48.32,53.39,0.0,98.0,75.65,97.0,
NVIDIA GeForce GTX 1080 Ti,Keccak-224,dict3,47392226.0,47392226.0,47392226.0,47392226.0,14.0,14.0,14.0,14.0,64.0,64.0,64.0,64.0,1152.29,4113.02,3126.22,4113.02,10.23,36.51,27.75,36.51,0.0,14.0,7.0,7.0,
NVIDIA GeForce GTX 1080 Ti,Keccak-256,dict3,51207396.0,51207396.0,51207396.0,51207396.0,20.0,20.0,20.0,20.0,68.0,68.0,68.0,68.0,1152.94,4113.02,3126.62,4113.02,10.24,36.51,27.76,36.51,0.0,17.0,7.5,7.0,
NVIDIA GeForce GTX 1080 Ti,Keccak-384,dict3,51713816.0,51713816.0,51713816.0,51713816.0,19.0,19.0,19.0,19.0,68.0,68.0,68.0,68.0,1151.73,4113.02,3126.03,4113.02,10.22,36.51,27.75,36.51,0.0,14.0,7.0,7.0,
NVIDIA GeForce GTX 1080 Ti,Keccak-512,dict3,46712171.0,46712171.0,46712171.0,46712171.0,13.0,13.0,13.0,13.0,67.0,67.0,67.0,67.0,1152.38,4113.02,3126.52,4113.02,10.23,36.51,27.76,36.51,0.0,14.0,7.0,7.0,
NVIDIA GeForce GTX 1080 Ti,KeePass1(AES-Twofish)andKeePass2(AES)-keyfileonlymode,dict3,55.0,55.0,55.0,55.0,21.0,80.0,50.5,50.5,60.0,60.0,60.0,60.0,1143.44,5635.52,4352.32,5635.52,10.15,50.03,38.64,50.03,0.0,79.0,35.14,9.0,
NVIDIA GeForce GTX 1080 Ti,KeePass1AES-withoutkeyfile,dict3,19247.0,19400.0,19348.61,19377.0,96.0,97.0,96.33,96.0,82.0,83.0,82.33,82.0,1151.6,5639.4,5058.63,5639.4,10.22,50.07,44.91,50.07,0.0,98.0,83.13,95.0,
NVIDIA GeForce GTX 1080 Ti,KeePass1Twofish-withkeyfile,dict3,102746.0,105015.0,103466.39,103196.0,96.0,100.0,98.28,98.5,79.0,81.0,79.89,80.0,1151.6,5637.96,5230.14,5637.96,10.22,50.05,46.43,50.05,0.0,98.0,82.32,97.0,
NVIDIA GeForce GTX 1080 Ti,Keepass2AES-withkeyfile,dict3,151173.0,155433.0,152199.5,151867.0,35.0,96.0,91.11,96.0,80.0,83.0,82.44,83.0,1151.6,5644.9,5063.68,5644.9,10.22,50.11,44.95,50.11,0.0,98.0,78.91,95.0,
NVIDIA GeForce GTX 1080 Ti,KeePass2AES-withoutkeyfile,dict3,155321.0,160552.0,156414.5,156147.0,36.0,97.0,92.78,96.0,80.0,83.0,82.61,83.0,1150.1,5644.9,5058.81,5644.9,10.21,50.11,44.91,50.11,0.0,97.0,75.91,95.0,
NVIDIA GeForce GTX 1080 Ti,Kerberos5 etype17 Pre-Auth,dict3,915540.0,989245.0,931163.43,923019.5,98.0,98.0,98.0,98.0,80.0,92.0,84.86,85.0,1152.31,6086.96,3620.51,3621.11,10.23,54.04,32.14,32.15,0.0,97.0,30.5,0.0,
NVIDIA GeForce GTX 1080 Ti,Kerberos5 etype17 TGS-REP(AES128-CTS-HMAC-SHA1-96),dict3,915587.0,934936.0,922487.39,919246.0,98.0,99.0,98.17,98.0,83.0,87.0,84.56,84.5,1154.6,6086.96,5470.46,6086.96,10.25,54.04,48.57,54.04,0.0,97.0,73.5,97.0,
NVIDIA GeForce GTX 1080 Ti,Kerberos5 etype18 DB,dict3,543229.0,571261.0,552074.28,551879.5,33.0,98.0,89.83,97.0,79.0,90.0,86.44,86.0,1105.38,6292.02,3699.57,3700.17,9.81,55.86,32.84,32.85,0.0,98.0,31.67,0.0,
