GPU,CONFIG,SPEED_MIN,SPEED_MAX,SPEED_MEAN,SPEED_MEDIAN,UTIL_MIN,UTIL_MAX,UTIL_MEAN,UTIL_MEDIAN,TEMP_MIN,TEMP_MAX,TEMP_MEAN,TEMP_MEDIAN,MEM_USED_MIN,MEM_USED_MAX,MEM_USED_MEAN,MEM_USED_MEDIAN,MEM_UTIL_MIN,MEM_UTIL_MAX,MEM_UTIL_MEAN,MEM_UTIL_MEDIAN,BUS_UTIL_MIN,BUS_UTIL_MAX,BUS_UTIL_MEAN,BUS_UTIL_MEDIAN
NVIDIA GeForce RTX 3090,dict3,82.0,84.0,83.0,83.0,93.0,95.0,93.78,94.0,82.0,84.0,83.28,83.0,541.8,2651.84,2588.15,2639.84,2.2,10.79,10.53,10.74,0.0,94.0,85.09,86.0,
NVIDIA GeForce RTX 3090,dict4,85.0,85.0,85.0,85.0,87.0,98.0,94.59,94.0,80.0,83.0,82.06,82.0,1087.05,3200.04,3134.38,3188.04,4.42,13.02,12.75,12.97,0.0,97.0,86.46,87.0,
