GPU,CONFIG,SPEED_MIN,SPEED_MAX,SPEED_MEAN,SPEED_MEDIAN,UTIL_MIN,UTIL_MAX,UTIL_MEAN,UTIL_MEDIAN,TEMP_MIN,TEMP_MAX,TEMP_MEAN,TEMP_MEDIAN,MEM_USED_MIN,MEM_USED_MAX,MEM_USED_MEAN,MEM_USED_MEDIAN,MEM_UTIL_MIN,MEM_UTIL_MAX,MEM_UTIL_MEAN,MEM_UTIL_MEDIAN,BUS_UTIL_MIN,BUS_UTIL_MAX,BUS_UTIL_MEAN,BUS_UTIL_MEDIAN
NVIDIA GeForce RTX 3090,dict3,83.0,85.0,83.82,84.0,93.0,95.0,93.82,94.0,82.0,84.0,82.88,83.0,540.61,2649.34,2600.48,2637.34,2.2,10.78,10.58,10.73,0.0,94.0,85.16,86.0,
NVIDIA GeForce RTX 3090,dict4,83.0,85.0,84.17,84.0,93.0,95.0,93.83,94.0,82.0,84.0,82.72,83.0,1066.59,3175.27,3129.3,3163.27,4.34,12.92,12.73,12.87,0.0,94.0,85.34,86.0,
